,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,check1,check2,check3,check4,Q1 RP1,Q2 RP2,Q3 RP3,Q4 RP4,Q5 RP5,Q6 RP6,Q7 RP7,Q8 RN1,Q9 RN2,Q10 RN3,Q11 RN4,Q12 RN5,Q13 RN6,Q14 RN7,Q15 LP1,Q16 LP2,Q17 LP3,Q18 LP4,Q19 LP5,Q20 LP6,Q21 LP7,Q22 LN1,Q23 LN2,Q24 LN3,Q25 LN4,Q26 LN5,Q27 LN6,Q28 LN7,gender,age,hispanic,ethinicity,social class,income,occupation,ideology,affiliation,Q275,Q276,Q277,Q278,Q279,Q280,mTurkCode,idid,ResponseID,dscore,Default
29,11/17/22 12:15,11/17/22 12:26,0,100,605,1,11/17/22 12:26,R_ekrFnPpTn3zk4oN,anonymous,EN,0.0,0.0,127.693,0,1,2,1,"1,2",,,,,,,,"20C1811,14C1003,19C928,14C1564,20C1079,16C1801,22C1057,13C818,16C946,18C1706,21C1239,17C730,22C766,15C1668,13C753,17C696,19C804,18C1391,21C1033,15C900,END","5C1582,2C1281,1C709,6C1389,6C621,8C1329,2C895,3X1837,8X1462,4C957,11C924,12C857,10C786,7C690,1C762,9C900,3X1529,11C1022,7C883,9X1818,END","6C1252,18C1883,4X2197,21C991,8C2337,20C886,3X2329,14C1284,7C1499,19C1186,2C1981,15C795,5C1095,16C1019,12X2603,13C2220,10C1314,17C695,9C998,22C862,END","3X2988,16C1433,2C2509,17C1021,11C1164,13C822,4C1659,14C937,9C857,14C975,5C910,13C711,8C923,18C821,10C2073,15C777,3X1627,16C890,7C1359,20C904,5C995,20C1778,7C1098,15C728,11C1025,22C1045,6C1285,17C936,8C1639,18C826,1C1656,19C692,12C844,22C1009,2C1420,21X1501,9C2172,21C874,1C1051,19C714,END","17C1567,13C963,14C798,21C713,22C822,16C710,19C854,17C1014,18C914,15C1004,18C797,15C964,18C881,20C820,17C761,18C889,15X3696,22C1119,22C767,14C706,13C780,16C767,13C648,14C602,16C664,19C739,21C693,21C627,20C648,20C594,21C667,13C767,17C902,19C900,19C553,16C621,22C855,20C898,15C896,14C738,END","1C1136,17C754,2C879,15C822,6C710,18C845,12C710,20C710,9C685,14C866,8C1403,22C839,10C1830,21C851,3X1314,16C726,11C747,13C803,4C776,19C809,END","5C2042,16C1516,9C1105,20C644,2C755,13C653,1C602,16C672,7C1309,15C770,9C793,17C1540,6C1109,14C761,4C737,21C828,7C1761,22C695,11X1438,13C759,12C924,15C852,10C948,19C653,6C1688,19X1117,3X4291,20C1310,12C1330,18C596,5C742,17C544,2C966,22C713,8C984,14C707,1C1564,21C795,8C928,18C630,END",,,,,,,,,,,,,,,Male,30,0,2.0,2,"40,000 - 49,999",Sales person,Conservative,Democratic,1.0,,2,,2,,38885150,30,R_ekrFnPpTn3zk4oN,0.634632801,1
30,11/17/22 12:16,11/17/22 12:26,0,100,559,1,11/17/22 12:26,R_VWHiWOCoPngtqcV,anonymous,EN,13.253,13.253,15.893,1,1,2,1,"1,2",,,,,,,,"17C950,20X100,16X109,19C20,14C12,21C108,22X162,22X149,13X84,15X93,17C85,15C67,21X99,18C117,14X149,16X117,18C99,13C132,20X139,19X134,END","3X323,12X145,10C68,2X1483,11C94,7C150,1X149,1X100,3X557,12C126,6X339,4X137,10C105,8X195,9C117,6X172,8C141,7X165,2C131,5C117,END","7C191,15X125,2C52,18X155,1X156,20X128,9X123,14X115,4C99,19C132,3C188,21C153,11X162,17X149,5X157,13X204,12X228,16X188,8C165,22C147,END","2X308,16X133,11X115,17X165,8C146,15X141,6X131,19X198,1X156,16C90,1X316,13C46,10C108,21X340,11C102,22X147,7C44,15C101,12X108,13C108,6X157,18X125,5C124,19X117,8C67,21X164,4X348,22X157,7C44,20X173,9C124,14X141,10X148,14C122,5X213,17C78,3X204,18X172,3X222,20C3,END","18C199,18X79,20C75,22C101,21C117,22X155,22C156,15X205,19C108,17X198,16X165,21C20,15C76,15X172,17X125,18C100,22C115,19C117,13X436,18C169,17C20,14X139,20C101,16C5,13X166,21C132,16C22,21X133,20C187,19X172,19C149,17C20,15X139,14C124,13X260,20C76,13C45,14X221,16X460,END","9C215,13X116,11C94,20X273,12X230,21X171,10C173,18C148,4X436,14X306,5X287,16X220,6X132,17X348,2C170,15X124,7C125,22C155,1C141,19X140,END","3X352,22C93,11C115,19C149,9C107,16X141,8C133,19C163,2X166,22C141,3X187,13X132,8C117,14C180,10X149,20C148,1X191,17X161,5X222,18C123,9C157,18C122,4X181,14X164,5X157,16X157,10C86,17C140,7X132,21C148,6X157,20C116,7C147,21C148,12C140,13X341,6X509,15X132,1X869,15X339,END",,,,,,,,,,,,,,,Male,35,0,1.0,2,"60,000 - 69,999",healthcare,Liberal,Democratic,,,2,,2,,62811372,31,R_VWHiWOCoPngtqcV,,0
31,11/17/22 12:22,11/17/22 12:26,0,100,281,1,11/17/22 12:26,R_2bHqlHUDRQPowM0,anonymous,EN,0.0,0.0,132.357,0,1,2,1,"1,2","15C161,13C8,17C66,21X137,18C11,19C31,14C41,20C72,18C10,13X64,19C30,22X283,14X210,21X236,15C15,16X139,17X189,22X275,16X156,20X280,END","5C181,6C52,9X67,8X211,4X149,2C81,10X111,3X64,12X241,1C6,11C29,10C21,1X134,7X126,5X74,3C90,7X153,11C31,6X27,12C31,END","7X381,15X57,8X207,20C9,2C208,21C169,9C78,13X45,6X159,22C181,11C47,14X95,1C168,18C76,5X35,16X129,10X267,17X23,3X175,19X163,END","5C165,18C127,1X132,14C105,7C59,16X41,6C114,17X160,2C163,15X169,8X215,14C158,7C19,19C25,12X248,22X36,9C160,20X210,10C46,16C50,6X129,13X221,4X127,22X239,5X69,19C41,8X129,13X176,11X240,17X113,3C150,21C47,12X260,21C2,10C1,18X259,2X26,15X468,1X90,20C47,END","18C151,20C108,18C25,22C72,15X228,19X231,22C25,20X168,17X209,20X77,16C12,19X102,14C17,22C69,14C125,17X73,18X172,21C156,21C106,14C122,16C98,21C40,13X52,13X281,17X313,20C14,15C22,19X80,15X278,15X46,21X142,18C122,17C205,16X159,13X226,19C159,14C85,16C12,22C15,13X438,END","3C158,20X220,11X86,17C10,9X230,19C74,1C77,14X300,8X232,13C29,5C131,21C120,7C114,22X59,4X101,18X134,12X170,16C21,6C89,15X251,END","10X292,22X104,8X213,20C45,2C58,14C143,5C132,20C108,2X220,19X108,1C32,13X122,6X189,21X113,1C38,14X150,8X86,18X81,4C64,15C99,11C136,17C15,9X210,15X198,7X188,17X199,12X205,13C7,4X103,16X222,11X94,18C69,10X162,22C89,5X212,16C115,9X166,21C71,3C56,19X120,END",,,,,,,,,,,,,,,,,,,,,,Male,35,0,1.0,1,"60,000 - 69,999",HEALTHCARE,Liberal,Democratic,1.0,,2,,2,,43355071,32,R_2bHqlHUDRQPowM0,,0
32,11/17/22 12:24,11/17/22 12:27,0,100,151,1,11/17/22 12:27,R_2V3ETDYF3joQzTG,anonymous,EN,0.0,0.0,12.472,0,1,2,1,"1,2","14X1478,22X277,18C129,13X212,21C19,17C3605,20C53,15C3,20C28,16X19,19X27,15X147,19C4,22C18,21C19,17X35,13X19,18C28,14X52,16X20,END","11C183,9X82,6C10,9C59,10C51,5X35,6X45,3X67,8C36,1X227,7X61,1X82,4X45,8C59,2X76,7C83,11C91,12C99,2X146,4X148,END","8X352,15X76,3X59,21C59,5X59,13X75,11C58,19C68,10C69,20C75,4X75,17X83,9C41,16X60,2X74,14X44,1X75,18C74,7C60,22C51,END","5X384,19C66,6C34,21X52,8X50,22C51,10C74,22C53,9X66,16X59,2X58,20C28,11C75,15X58,11C35,13X74,10C65,21C82,3X194,13X74,7C82,17X564,5X218,14X26,4X136,14X83,4X83,20X73,1C33,17X233,3X75,19C81,9C59,15C51,12X65,18X44,12C60,16X185,6C73,18X83,END","17C32,17C12,14C58,19X73,15C74,18X66,19X50,22X66,22X26,20X60,18X66,18X115,22X83,15C99,22X106,13C90,21X75,14C90,15C68,20X82,13C83,21X74,15C82,13X176,17C75,16C130,20X83,13C131,18X129,16C34,14C66,19X58,21X68,21X107,16C97,17C107,20C82,14C97,16C108,19C58,END","1C272,14C97,3X60,17C50,9C76,20X442,7C73,21X809,6X556,19C322,8X306,16C1043,12C82,15C51,5X3393,13C81,11C3122,18X58,2X34,22X26,END","9C177,14C42,10C34,21X35,4X41,14C50,6X57,15C57,4X65,13C66,7C65,22X66,3X58,20X58,10C66,18X65,12C89,16C73,2X73,17C57,7C84,20X83,11C74,19X66,1X104,22X73,2X107,16C65,9C74,18X98,8C90,19X105,5X91,17C112,5X74,13C58,6X66,15C73,12C61,21X56,END",,,,,,,,,,,,,,,,,,,,,,Male,41,0,1.0,4,"50,000 - 59,999",manager,Liberal,Democratic,1.0,,2,,2,,98415614,33,R_2V3ETDYF3joQzTG,,0
33,11/17/22 12:22,11/17/22 12:27,0,100,261,1,11/17/22 12:27,R_0TdFUe6Q1plEMHD,anonymous,EN,4.379,10.025,15.641,4,1,2,1,"1,2","17C809,22C625,20C716,18X1042,14C825,16C601,13C702,19C521,21C462,18C650,15X849,19C571,20C572,21C533,17C497,16C983,15C583,13C675,22C587,14C491,END","7C1197,1C535,12C562,9C589,1C481,10C881,6C467,8C523,6C558,5C581,5C541,4C565,2C606,11C709,3X1389,8C625,4C734,7C501,11C613,10C553,END","7C711,13C629,11C632,14C552,1C514,18C573,8C563,15C524,2C548,20C568,6C752,17C523,9C564,21C548,10C538,16C667,3X1116,22C531,4C642,19C542,END","11C614,15C624,5C626,20C558,3X1057,19C503,12C783,13C613,1C610,18C779,6C821,16C655,10C894,21C666,12C616,17C539,9C509,13C584,8C550,17C526,2C635,16C560,3X1193,22C577,4C603,21C571,7C735,19C518,4X904,15C598,11C562,14C540,9C586,20C683,5C537,22C546,8C554,14C590,6C558,18C524,END","14C527,17C590,22C550,13C664,18C567,22C651,14C501,20C638,16C630,13C564,19C571,22C586,13C489,20C557,13C557,21C632,18C635,16C495,20C593,16C557,14C586,19C546,15C572,15C462,18C533,19C536,21C560,15C602,20C795,21C561,15C543,18C517,17C479,21C559,17C475,22C522,17C454,19C501,14C519,16C529,END","1C992,21C610,4C623,13C521,9C587,17C543,11C514,20X737,5C650,15C571,3C748,18X863,2C479,19C502,7C734,16C500,8C595,14C422,12X1080,22C555,END","5X880,18C671,7C721,13C595,8C617,15C497,4C618,19C571,9C661,22C628,2C472,21C693,1C697,22C472,10X998,19C560,10X1031,18C572,3C548,20C605,2X991,20C551,3C597,16C549,11X1171,14C573,7C497,21C588,9C759,17C534,12C965,16C3,5C844,17C539,6X1143,15C629,6C604,13C651,11C442,14C500,END",,,,,,,,,,,,,,,,,,,,,,Male,37,0,1.0,3,"40,000 - 49,999",Self-employed,conservative,Democratic,1.0,,2,,2,,85115535,34,R_0TdFUe6Q1plEMHD,0.131926783,1
34,11/17/22 12:24,11/17/22 12:27,0,100,169,1,11/17/22 12:27,R_wMk1Fq68rdHq2Ln,anonymous,EN,4.511,4.511,17.943,1,1,2,1,"1,2",,,,,,,,,,,,,,,"21C1189,22C154,14C158,19X231,16C84,21C25,15C88,18C40,22X389,20X197,15C148,17X161,17X200,13X125,19C111,13C9,16C30,18C44,14C98,20C20,END","4C234,6C17,7C88,9C94,12X203,4C115,1C145,8C157,1C79,3X162,7X167,10X160,9X139,3C114,12X184,10X149,2C134,11C14,5C95,END","9X293,21X114,3X183,14X137,5X144,19X93,2C95,22C31,4C117,13X219,6X180,16X218,7X201,17C159,11X200,20X142,8X176,15X224,12X84,18X182,END","11X242,18X219,10X214,22X207,1C167,18C23,11X208,22X218,6C157,15X261,1C19,21C6,8X230,19C119,7X188,20X256,4X357,16C160,3X254,21C29,9X222,14C118,5X258,15C41,5X260,17X239,6X182,14X191,9C57,13C162,12C41,20X177,2C138,17X229,4X224,16X189,8C55,19X182,12X204,13C121,END","22X273,21C86,17C1,20X323,13X50,19C196,16X21,13C207,15C151,20C177,15X24,18C75,17C0,19C160,14X32,22X457,19C81,22C163,15C4,20X193,22X234,17X39,13X259,14C3,18X190,16C50,21C163,16C23,19C171,17C49,21C159,20X257,15C97,18C118,21X189,18X199,14C19,14C52,16X211,13X265,END","8X254,15C1,5C154,14C87,2C135,17X68,10X208,22C165,1C2,16C36,6X192,18X240,3C1,13C45,7X234,21X246,12C67,20C104,9C24,19X117,END","9X248,20C157,5X189,17C105,7X213,20C51,4X200,16X157,8X218,21C93,3X210,18X209,1X136,14C16,12X169,22C94,2X164,15C15,6C103,17X179,10X212,15X173,3C92,19X176,2X161,19X187,12C22,22C92,7C19,13X192,8X163,13X201,5C47,21X173,11C52,18C19,10C136,14X199,4C85,16C84,END",,,,,,,,Female,42,0,1.0,3,"70,000 - 79,999",manager,Not reported,Democratic,1.0,,2,,2,,56723225,35,R_wMk1Fq68rdHq2Ln,,0
35,11/17/22 12:21,11/17/22 12:27,0,100,370,1,11/17/22 12:27,R_2EnGTLbf5b2OWEv,anonymous,EN,92.127,92.127,92.776,1,1,2,1,"1,2","22C832,19C16,21C97,20C113,13C32,19C48,14C17,14C159,21X144,18X97,20C129,13C81,17C80,15X80,15X127,22C113,16C64,17C47,16X48,18X96,END","5X159,12X160,6X160,1C82,7C48,2C32,9C64,10X161,9X178,5C0,8X112,12C19,1C129,10C48,11X192,4C96,3C51,6X49,8X129,2C145,END","6C160,19C96,5C65,17X96,9X184,16C57,3C64,22C49,4C50,14C50,11C33,21X194,10X258,15C82,8C65,18X165,12X209,13X195,1C81,20X145,END","10C145,22C98,9X97,18X97,5C115,20X194,9C1,13X17,6C114,18C17,3C130,20C18,10C1,13C162,6X115,15C67,12C67,21X210,7C2,14X82,1X259,22X226,8X259,17X180,12C66,14C50,4C132,17X115,1C146,16X114,2C115,21C83,11C18,16X50,7X306,19C2,2X82,15C99,4C115,19C52,END","20C384,20C131,18X131,13X179,18X67,21C131,21C163,21X131,19C131,17C35,16X51,19X99,13X211,18X67,13X196,16X260,19X4,20C147,14C84,13C3,16C4,22C100,17X436,15C21,19C43,14X68,14X99,22X116,17X195,20X67,15X212,17C36,16C4,21C19,15C68,18X196,15C4,22C36,14C100,22X192,END","8X432,19C85,7X123,21X100,1C93,18X117,12X148,22X53,5C80,14X196,9X84,20C49,3X47,13X406,6X191,17X140,4C77,16X190,10X164,15X208,END","2C160,16X118,4X94,13X209,11X207,18X29,10X240,14X28,11X256,15X262,8C15,20X148,9X225,13X256,1X173,19C15,5C79,21C94,7C69,17X205,7C29,21X37,2C77,18C109,3X110,15X222,9X237,22C13,1C93,19C110,6X126,14X222,8C63,16X319,4X94,22C110,12X175,17C69,3X159,20C141,END",,,,,,,,,,,,,,,,,,,,,,Male,36,0,1.0,1,"50,000 - 59,999",MANAGER,Liberal,Democratic,1.0,,2,,2,,72979481,36,R_2EnGTLbf5b2OWEv,,0
36,11/17/22 12:25,11/17/22 12:27,0,100,160,1,11/17/22 12:27,R_1gI2zhIKBycg6n7,anonymous,EN,0.0,0.0,12.751,0,1,2,1,"1,2",,,,,,,,"21X799,13C59,13X116,22X148,22X512,18X184,14C156,15X150,20C111,21C113,19C141,20C162,14X165,19C110,15X172,16X133,16C103,18X134,17C121,17X130,END","5C31,8X152,9X138,2X245,11X186,4C168,5C133,12X207,6X251,7C172,11X188,10X184,8X199,4C205,1C210,10C209,6C8,2C151,3C60,7X145,END","5C242,19X196,10C44,22C161,11X39,20C231,1C190,21C149,12X187,15X149,4C157,13X182,3X179,16X198,6C139,17X215,7C26,18X225,9X31,14C167,END","12X260,13X242,5C195,14X12,9X230,21C200,5X306,17X8,1C269,15X215,8X244,21C11,1C32,15C8,6C35,19C6,8C214,22X258,7C37,18C3,4X34,17X260,10C140,16C12,9X223,16C26,3X32,13C253,3C187,14X266,6X221,18C161,7X206,20X206,2C208,20X241,10C213,22C214,11C192,19X238,END","21X543,20C241,19C220,14C21,16C16,17X41,13C25,18X218,17C13,15X209,19C25,14X313,21C12,21C235,16X310,14C8,17C52,18X77,22X44,15C3,17C46,15C49,16C31,20X277,20X48,13X69,18X273,14X71,13X344,20C1,16X47,13C18,22C186,15C10,21C1950,22C247,18C2,19C4,19X235,22X205,END","1X744,13C23,10X211,16C224,6C241,19X227,7X229,17C210,12C1,20X258,3X238,15X194,9C169,14C228,2X24,21X41,8X252,22C226,4C264,18C18,END","12X250,18X217,2X253,19X91,4X238,20C114,10C27,20C74,8C34,18C41,8C54,17C60,11C52,19X69,6C20,13C38,7X136,17X280,11X82,14X239,6C67,22X110,3C29,16C37,5C41,22X114,3X124,13C205,4C58,15C8,9X23,21C21,10X42,16X280,2X244,21X39,1C158,15X217,7X43,14X265,END",,,,,,,,,,,,,,,Male,36,0,1.0,1,"70,000 - 79,999",healthcare,Liberal,Democratic,1.0,no,1,no,1,no,74504018,37,R_1gI2zhIKBycg6n7,,0
37,11/17/22 12:25,11/17/22 12:28,0,100,156,1,11/17/22 12:28,R_1FDPjli4LM1bcOk,anonymous,EN,0.0,0.0,11.411,0,1,2,1,"1,2",,,,,,,,,,,,,,,"18C476,20C3,17C8,15X115,18C41,22X102,21X148,14C4,19C19,16C19,15X120,17X86,14X109,16X94,13X56,13X130,22C61,20X115,21C132,19C95,END","11X953,11C171,5C19,9C99,12X186,8X151,10X155,5X201,4X137,1X139,2X159,1X149,7C65,7X182,3C19,9C52,12X176,2C25,4X162,6X198,END","4C346,20C164,7X206,22X193,1C27,16X119,11C84,21X155,8X191,14C17,12C80,15C24,2X131,17X161,10C58,18X144,3C28,19C66,5X178,13X130,END","7C415,18C23,12X279,14C45,5X284,20C112,4C56,16X154,11C73,18X151,5C72,22C25,1X136,22C56,2C32,13X158,8C55,15C43,12C28,21X257,8X134,16C37,10C84,17C6,6X133,15X108,3X126,13X149,1X167,17X137,9C86,19X136,9X118,14X119,7C112,21X184,3C18,20C84,2C6,19C97,END","14X478,17C196,14X180,21C21,22X185,21X194,15C150,20C17,22X164,21X196,20X196,18X246,13C115,15X163,18C54,22X197,17C117,16X169,17X127,14X115,16X117,19C4,16C36,16C100,20X149,21X116,19X118,17C52,18C21,15C36,13C99,19C35,22X69,13C68,13C113,18X128,20X149,14C60,19C30,15C20,END","4X766,16C139,1C15,19X116,10C133,22C0,8C81,17X149,2C18,18X133,9X1763,14X235,3C34,13C155,5C63,20X197,12C83,21C80,7C54,15X166,END","6X719,21X248,3X165,16C86,10X179,22C68,6X216,19X180,1X182,17C92,5C41,16C63,2C4,14X150,11X409,20C49,3X200,18X219,1X139,13C64,4C85,20X213,8C74,15X165,10X155,21C39,7C50,22C35,11C56,14X146,9X165,18C55,8C66,17X165,7X104,13X809,12C99,19X1399,4X1910,15X939,END",,,,,,,,Female,30,0,1.0,2,"40,000 - 49,999",supervisor,Liberal,Democratic,1.0,,2,,2,,47497447,38,R_1FDPjli4LM1bcOk,,0
38,11/17/22 12:21,11/17/22 12:28,0,100,395,1,11/17/22 12:28,R_xi4LlZV9HZ0RPMt,anonymous,EN,0.0,0.0,186.258,0,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"20C1722,14X30,19C207,22X231,17X31,21X271,17X74,13C238,15C23,14C8,13C15,19X325,16X49,22X46,20C228,15X93,16X251,18X235,21X207,18C23,END","4X528,12C32,9X242,8C177,11X238,1C323,6C21,2C45,12X40,3C21,5C1,3C2,10X71,7C23,4X252,6X74,9C8,7X172,1C209,10X55,END","1C297,13X183,7X52,16X212,4X219,20X518,11X266,15C39,3C13,22C177,2C25,17X68,12C36,21X214,10C47,19X538,6X2492,18X231,8X25,14X307,END","7X1195,19X189,11X34,15C209,10C236,16C27,10X132,14X370,8C0,18X357,4C232,22C13,9X144,16X526,8C214,20X323,5C10,18X706,9C169,22X274,6C288,15X37,2X5079,17X226,12X287,20C178,5C4,13X2141,1X365,14X178,2C129,13X11,1C110,21X294,4C129,17X134,3C529,19C159,11X110,21X679,END","13C492,14X890,22C218,15C171,14C71,15X519,18X823,20C222,16X821,21X90,17X217,18X236,18C11,22C30,16C296,16X572,15C5,17C1,20C44,15C221,19X223,22X608,17C15,20X87,13C25,16X192,13C310,14X1502,18C43,20X245,14X1048,21C22,21X202,21C45,22X398,17X206,19X228,19X646,13X541,19X299,END","7X57,22X182,5C182,16C184,11C95,13C305,4X622,21X269,3C182,15X397,9X169,19C13,8C37,14C97,6X91,17C147,10X418,20X318,2X405,18X342,END","1C33,15C318,10X316,20C79,7C2,16X992,2C33,17C84,12X29,16X562,10X397,21C414,3X262,21C52,4C176,17C54,5C44,19X142,6X831,18C44,9X70,15X784,12X754,14X408,1C208,13C316,6C283,19C325,11X437,14C100,11X481,22X360,5X869,13C52,8C135,22C563,7X81,18C143,2C75,20X181,END",Male,35,0,1.0,4,"50,000 - 59,999",manager,Liberal,Democratic,1.0,,2,,2,,31711460,39,R_xi4LlZV9HZ0RPMt,,0
39,11/17/22 12:22,11/17/22 12:28,0,100,378,1,11/17/22 12:28,R_2VNJr47DVHke6d7,anonymous,EN,0.0,0.0,10.907,0,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"17C11764,14C814,20C661,16C647,18C807,19C601,21C568,20C541,14C523,13C862,19X1057,17C1399,21C762,15X1008,13C720,15C700,16C689,18C722,22C731,22C548,END","6C2471,1C791,11C618,1C725,9C878,9C801,12C808,2C849,4C907,7X1052,5C568,3X1596,2C812,8C1039,8C533,12C802,6C928,10C861,11C688,5C976,END","12C2081,14C965,5C1943,16C768,2C863,15C850,6C1340,17C807,8C1179,20C852,9X1169,18C908,1C1056,13C617,7C1248,19C779,4C739,21C610,10C808,22C653,END","4C2292,19C902,12C816,15C757,1X964,18C416,3C941,22C473,6X1453,20C578,10C816,17C509,8C700,13C524,2C1015,20C475,11C822,16C622,8C931,19C724,11C770,16C566,1C778,14C557,2C1888,15C674,6C2847,22C751,12C777,13C688,3X1566,17C653,5C1063,14C725,9C1154,18C723,10C1268,21C689,7C968,21C1359,END","14C1388,16C625,19C676,16C666,20C762,19C769,13C1228,19C722,13X934,22C800,16C706,20C1001,19C532,15X974,15C481,18C751,21X977,13C955,21C671,17C730,22C1044,21C583,18X2154,20C788,21C639,15C958,14C906,14C613,15C734,17C634,22C682,18C1064,17C926,22C577,13C1150,14C810,17C539,18C643,16C731,20C963,END","6C1395,16C447,3C566,17C554,10C674,14C990,5X1711,13C801,8C673,22C480,9C684,19C519,1C727,21C738,12C844,20C501,11C718,18C635,4C973,15C758,END","11C1695,18C585,4C960,13C1283,5C1147,15C3270,9X1770,14C1215,2X2145,16C975,1C1816,22C979,12X2730,19C847,8C2466,14C634,6C1065,19C639,1X1812,13C946,3C1077,22C621,12C756,20C457,6C733,21C2837,7C1405,15C741,10C910,17C865,7C969,18C783,9C778,17X891,8C1001,20C834,3X2598,21C989,2C4381,16C868,END",Female,34,0,1.0,2,"40,000 - 49,999",Insurance sales,conservative,Democratic,1.0,,2,,2,,27273923,40,R_2VNJr47DVHke6d7,0.042831062,1
40,11/17/22 12:20,11/17/22 12:28,0,100,468,1,11/17/22 12:28,R_1cS35YShfzTZjbv,anonymous,EN,0.0,0.0,17.259,0,1,2,1,"1,2",,,,,,,,"22C16585,17C854,13C688,18C695,18C619,15C614,16C653,20C585,21C556,17C539,14C945,19C559,14C583,15C610,22C841,16C517,13C586,21C673,19C472,20X700,END","6C1355,3C1093,7C652,5C1019,2C558,4C649,9C576,11C579,11C501,9C567,1C516,8C565,1C558,12C695,6C594,10C512,7X1045,3X1193,2C607,8X743,END","4C1258,18C646,12C658,14C533,2C906,20C627,9C718,16C560,8X1757,17C684,7X2113,19C1156,5C935,13C572,1C599,22C606,3X1307,15X806,10C763,21C625,END","5C1843,13C648,10C812,16C556,9C627,22C433,11C656,22C444,8C717,13C468,4C759,17C569,12C711,14C715,6X1481,20C565,11C600,18X671,2C838,16C592,12C720,14C534,1C835,19C487,7X1340,19C1779,1C626,15X624,6C769,21X903,4C826,17C600,5C1324,21C622,7X837,20C679,3X1400,15C692,9C1802,18C845,END","17C919,18C496,14C507,16C494,22C512,17C498,18C555,21C504,20C522,13C419,15C492,17C552,20C603,14C449,19C546,16C486,18C567,20X890,20C587,13C484,22C501,21C548,13C487,19C589,16C488,16X729,22C512,19C511,13C490,17C624,15C520,19C515,15C507,14C695,14C524,21C503,15C522,21C584,22C691,18C557,END","1C1282,14C5638,11C799,22C587,10C543,15X710,2C655,19C595,12C629,18X608,3C544,20C1,4C1134,17C658,5C512,21C541,9C622,13C545,8C789,16C621,END","1C1519,17C486,9C567,13C512,5C80,19C724,8C872,16C543,7C613,15C632,10C756,14C490,10C623,20C583,4C484,20C611,3X1305,16C845,11C615,14C569,3C1071,15C506,5X769,22C677,12C797,21C594,6C550,18C672,8C681,17C884,1X908,19C1229,9C764,21C484,2C516,22C600,4C573,18C628,12C580,13C675,END",,,,,,,,,,,,,,,Female,38,0,1.0,1,"40,000 - 49,999",Property Manager,conservative,Democratic,1.0,stretch my fingers,2,,2,,75816024,41,R_1cS35YShfzTZjbv,0.201013644,1
42,11/17/22 12:25,11/17/22 12:29,0,100,224,1,11/17/22 12:29,R_zSiMCAlaIuv2BEt,anonymous,EN,0.0,0.0,13.134,0,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"17C1494,22X93,21X118,20X133,17C162,14C160,18X173,14C116,18X133,21X137,13C87,19X157,15C117,15C156,22X124,16X126,13C102,16C130,19X166,20X118,END","4X603,11C115,1X109,8C121,11C28,5X555,12C120,2X111,1X91,2X217,9C89,3X124,8C113,6X121,10C126,4X150,6X105,7C124,9C132,12C144,END","4X458,21X95,12X145,17C143,3X147,22X259,9C143,18X478,1C110,19X241,6X165,20X166,2X122,13C170,10C183,16C165,11C115,14X185,7X215,15C155,END","2X641,17X147,9C116,14C29,7C172,22X170,6X114,20X147,11C149,19X159,10C147,21X1370,4X191,16C122,7C138,13X181,4C131,22C149,5X390,15C166,12X164,13C166,6C121,15C196,11C173,21X487,3X563,20X364,10C139,17C5,3X434,19X407,1X2211,18X132,1X145,14C166,8C178,18X387,9X182,16C194,END","16X464,20C149,20C195,19C132,18C213,13X227,16X579,21C149,20C148,13X389,17X132,18C133,21C162,22C21,19C196,13X166,14X837,17C4,17X179,22C197,14X1850,21C301,18X180,16X660,17X886,15X258,22C254,19C474,20C348,16X148,14X1834,15X2211,22C341,18C90,21C4,14X2936,13X1739,19C107,15X203,15X374,END","7C1616,14C124,12C188,22X470,8X217,13C501,10C212,17X2135,6X355,20C109,4X97,15C50,3C135,19X176,11C153,21X14,5C21,18C30,1X206,16C229,END","12C470,19C141,3X228,13X3157,11X213,17X167,1X403,18X372,10X403,15C149,7X420,13X217,2X1055,14C420,9X731,20X155,6X184,22X192,8C182,15C149,9C19,20C21,5C4,21C117,5X132,14X1688,11C161,21C406,3X934,22C131,12C506,18C94,6X117,19X131,8C148,16C86,4X387,16C167,4X387,17C164,END",Female,35,0,1.0,4,"60,000 - 69,999",manager,Liberal,Democratic,1.0,,2,,2,,16860556,43,R_zSiMCAlaIuv2BEt,,0
