StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,info_check_country,info_check_term,info_check_interest rate,info_check_payback,info_check_compensation ,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,open_summary,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,med_trust,med_trustworthy,dv_lending_amount,Q58_First Click,Q58_Last Click,Q58_Page Submit,Q58_Click Count,dv_willingness,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,check_1,check_2,check_3,general_familiarity,general_attitudes,econ,econ_inequality,gender,age,edu,income,social_class,ideology,affiliation,hispanic,ethinicity,mTurkCode,inequality_des,inequality
12/8/22 11:45,12/8/22 11:49,0,68.206.224.183,100,264,1,12/8/22 11:49,R_2xJpGEFEuFIgLiV,,,,,31.7775,-106.4903,anonymous,EN,6,1,2,1,2,40.475,104.427,105.2,6,0,0,18.058,0,low income inequality,16.184,16.184,27.187,1,4,4,3000,7.036,7.036,22.034,1,4,7.89,7.89,9.308,1,5,5,3,2,4,2,2,1,37,5,2,1,6,2,2,1,137064773,low,0
12/8/22 11:41,12/8/22 11:50,0,67.164.231.143,100,535,1,12/8/22 11:50,R_2uyRLVpeInCSjZE,,,,,38.6353,-121.4558,anonymous,EN,6,1,2,1,2,163.849,289.818,298.894,11,2.944,2.944,11.366,1,"The income distribution in Bimboola is different and huge in each income bracket even though there is only a 10 thousand dollar difference, it's a huge difference of income. ",13.803,75.849,118.986,3,5,6,3000,10.153,17.936,19.255,2,6,3.082,5.06,5.349,4,7,7,6,3,4,1,2,2,42,3,4,1,6,2,2,4,768604874,low,0
12/8/22 11:44,12/8/22 11:50,0,108.211.232.66,100,347,1,12/8/22 11:50,R_2QQKEahhaMdcx7y,,,,,38.22,-85.6942,anonymous,EN,6,1,2,1,2,4.454,66.152,66.969,13,2.694,2.694,130.867,1,Bimboola has an uneven income distribution heavily favoring the top 3rd who make several times more than the bottom third and nearly twice the middle third.,1.404,1.404,40.927,1,1,1,0,3.733,3.733,11.814,1,1,3.237,3.237,4.201,1,7,7,7,4,1,5,5,1,42,5,11,3,7,2,2,1,289776884,high,1
12/8/22 11:44,12/8/22 11:50,0,172.58.80.74,100,362,1,12/8/22 11:50,R_2ydz2CvMlGwyoaZ,,,,,44.9834,-93.2622,anonymous,EN,6,1,2,1,2,52.623,77.295,78.33,5,0,0,38.829,0,"The income distribution is divided into a top third, bottom third and middle third, ranging from around $53,000 to about $33,000.",22.692,22.692,88.622,1,4,4,1001,45.895,45.895,47.425,1,6,5.433,5.433,6.572,1,6,5,3,1,4,2,3,2,46,4,3,1,6,2,2,1,709209275,low,0
12/8/22 11:39,12/8/22 11:50,0,76.180.67.64,100,634,1,12/8/22 11:50,R_3nUfvyRGhlXPfJv,,,,,42.9297,-78.7434,anonymous,EN,6,1,2,1,2,30,36.752,52.26,4,2.394,2.394,12.092,1,Income distribution is wildly unequal.  The top third make almost 10x the bottom third of people. ,24.265,24.265,35.876,1,4,4,1018,11.815,11.815,12.347,1,5,0,0,4.016,0,7,7,7,2,4,4,5,1,34,3,5,1,7,2,2,1,473864781,high,1
12/8/22 11:42,12/8/22 11:50,0,71.198.106.174,100,459,1,12/8/22 11:50,R_rdUXNfCQ62oK6S5,,,,,37.6403,-122.0667,anonymous,EN,6,1,2,1,2,60.041,163.111,171.544,9,1.378,1.378,17.54,1,The first thing most businesses look at when evaluating saving money is their expenses. Expenses mainly come from outside and inside resources. ,1.404,127.377,130.691,8,5,7,2113,6.404,7.721,11.35,2,6,3.17,4.168,4.94,2,5,7,5,5,7,4,5,2,35,6,6,3,7,2,1,,950826812,high,1
12/8/22 11:37,12/8/22 11:50,0,76.30.195.123,100,785,1,12/8/22 11:50,R_1DYKArJh1aFS6jW,,,,,29.7056,-95.402,anonymous,EN,6,1,2,1,2,2.485,384.671,385.808,27,2.56,24.192,48.201,5,Most of the income distribution in Bimboola is based on the groups and the revenue brought in by each group.,3.486,133.132,134.03,21,4,5,1061,1.329,14.143,15.496,5,4,10.825,10.825,11.646,1,5,3,3,3,2,3,3,2,21,3,7,3,4,3,2,2,884548779,low,0
12/8/22 11:41,12/8/22 11:51,0,163.123.222.250,100,594,1,12/8/22 11:51,R_3rTf0ADgwlszyDx,,,,,40.6575,-74.3094,anonymous,EN,6,1,2,1,2,1.447,99.63,100.315,8,3.753,27.243,27.429,2,All the income varies at 10 percent rate,11.944,53.176,72.062,2,5,6,1369,5.637,5.637,83.436,1,6,81.139,81.554,82.613,2,6,5,4,4,6,4,3,1,29,5,3,3,6,1,2,1,83513756,low,0
12/8/22 11:46,12/8/22 11:51,0,173.18.36.3,100,294,1,12/8/22 11:51,R_2Sc89MsIEbBzQTN,,,,,41.1225,-88.8319,anonymous,EN,6,1,2,1,2,1.302,54.592,67.37,8,26.101,26.101,28.472,1,It varies wildly. The bottom is really bad while the middle is good. The top is still pretty good and not outrageous. ,1.687,73.361,74.542,10,5,5,1500,17.453,17.453,18.185,1,3,4.396,4.396,5.376,1,5,6,7,4,6,1,2,1,34,2,2,1,7,2,2,1,268733044,high,1
12/8/22 11:48,12/8/22 11:51,0,64.67.86.137,100,195,1,12/8/22 11:51,R_w4CjJA7jWG1fpnP,,,,,40.1846,-76.3015,anonymous,EN,6,1,2,1,2,33.965,63.753,64.095,6,0,0,13.001,0,The income distribution isn't that great between the top third and bottom third,7.345,29.319,38.845,4,2,2,739,5.743,10.971,11.487,3,2,1.965,1.965,3.957,1,4,2,3,6,4,3,3,2,31,4,8,3,2,1,2,1,287231474,low,0
12/8/22 11:41,12/8/22 11:51,0,172.223.83.17,100,584,1,12/8/22 11:51,R_2D2GvUjGLSL26Va,,,,,32.3816,-96.8322,anonymous,EN,6,1,2,1,2,131.051,143.314,144.378,6,34.136,34.136,37.532,1,"Economically, Bimbooleans can be divided into thirds, with the top third earning $78,500 annually and the bottom third making just $8,500. The middle third brings in $43,500 in income.",34.457,34.457,171.294,1,5,5,3000,12.761,22.855,23.435,2,4,8.097,8.097,14.494,1,5,6,5,2,2,2,3,1,40,2,4,2,4,3,2,2,878790059,high,1
12/8/22 11:39,12/8/22 11:51,0,71.230.17.167,100,720,1,12/8/22 11:51,R_3Emv5bubTfMblYd,,,,,40.1086,-75.2835,anonymous,EN,6,1,2,1,2,68.511,139.666,147.991,6,3.855,3.855,26.933,1,In Bimboola distribution of money is based on one by third format for three level of people.,26.196,107.283,121.546,3,6,5,1001,34.483,34.483,40.316,1,4,3.398,3.398,4.771,1,7,7,7,6,5,4,3,2,41,6,8,4,1,2,2,1,848089544,high,1
12/8/22 11:36,12/8/22 11:51,0,170.235.201.90,100,898,1,12/8/22 11:51,R_3KoyZ0v5BK09x7A,,,,,39.981,-75.1699,anonymous,EN,6,1,2,1,2,16.664,95.149,98.26,10,41.956,42.384,43.946,2,"The income is being distributed in thirds. Those who make top third are in the 50's , middle third, 40's, bottom third is 30's.",3.923,3.923,59.226,1,4,4,1141,3.419,3.419,11.156,1,4,2.07,3.159,4.056,3,4,5,4,4,4,3,3,2,42,6,10,4,5,2,2,2,388621350,low,0
12/8/22 11:45,12/8/22 11:52,0,73.135.6.206,100,417,1,12/8/22 11:52,R_2YFF5iTIYSYDy4c,,,,,39.5191,-78.0894,anonymous,EN,6,1,2,1,2,174.631,223.376,224.253,5,6.856,7.53,15.593,2,The income distribution Bimboola is different stages.,5.271,26.785,53.749,2,6,5,2446,5.716,12.808,13.232,2,6,2.405,4.193,5.012,3,6,5,6,6,5,5,4,1,51,6,9,4,7,2,2,2,665298845,high,1
12/8/22 11:46,12/8/22 11:52,0,98.30.159.158,100,352,1,12/8/22 11:52,R_2xMjq9lQQqKt1D5,,,,,41.1445,-84.5764,anonymous,EN,6,1,2,1,2,33.402,56.71,61.967,5,7.436,7.436,34.884,1,"Bimboolian income is categorized into three groups, and the income disparity is relatively low, compared to the rest of the world.",85.009,85.009,125.844,1,6,6,0,7.058,10.802,11.886,2,6,3.492,3.492,5.464,1,5,5,2,4,4,3,3,1,43,2,2,1,6,2,2,1,924122106,low,0
12/8/22 11:47,12/8/22 11:52,0,184.58.87.21,100,306,1,12/8/22 11:52,R_1FRkW5JTXKGjoaO,,,,,36.9365,-84.0901,anonymous,EN,6,1,2,1,2,34.935,127.468,128,9,0,0,19.127,0,It is greatly different between the three different levels of the income. ,12.303,48.851,53.81,2,3,2,258,10.544,17.346,17.685,4,2,9.423,9.423,11.045,1,7,7,7,1,4,1,2,2,27,3,2,1,5,2,2,1,565728859,high,1
12/8/22 11:47,12/8/22 11:52,0,71.78.62.83,100,337,1,12/8/22 11:52,R_25LQCGCkTSZ0rue,,,,,30.2095,-97.7972,anonymous,EN,6,1,2,1,2,36.07,78.82,80.053,15,1.7,27.237,28.4,2,"People from Bimboola rank in either the top third, the middle third and the bottom third in income distribution. From 78,500, 43,500 and 8,500",24.377,116.812,117.737,10,6,6,3000,10.801,17.258,19.442,4,7,4.708,4.708,5.701,1,7,7,6,5,5,3,3,1,50,5,3,3,7,2,2,4,881515278,high,1
12/8/22 11:37,12/8/22 11:52,0,73.201.246.52,100,917,1,12/8/22 11:52,R_1n1iMTWPTN9sToy,,,,,39.2891,-76.5583,anonymous,EN,6,1,2,1,2,641.887,668.452,668.85,7,0,0,24.543,0,"Income distribution is relatively even, but also somewhat low capped compared to other countries",44.64,128.758,129.658,7,3,4,799,19.367,19.367,20.429,1,3,4.916,5.561,6.183,2,3,3,3,5,3,3,3,1,34,6,6,3,7,2,2,1,693695741,low,0
12/8/22 11:39,12/8/22 11:53,0,173.80.194.129,100,827,1,12/8/22 11:53,R_vNAR1pdVSKO2YOB,,,,,37.8479,-81.9961,anonymous,EN,6,1,2,1,2,63.419,119.628,128.735,33,17.274,20.239,20.866,4,the top third makes almost ten times more than the bottom third of the people,67.17,88.859,89.101,5,5,4,752,129.701,132.908,133.562,4,3,48.663,49.693,50.656,3,7,7,7,5,4,2,3,2,40,,10,2,1,1,2,1,590492042,high,1
12/8/22 11:49,12/8/22 11:53,0,73.183.114.150,100,214,1,12/8/22 11:53,R_2Y318j3JNMQj0gJ,,,,,39.652,-79.9444,anonymous,EN,6,1,2,1,2,4.18,26.561,27.465,6,0,0,25.383,0,The groups were divided  based on income . ,3.596,3.596,37.504,1,4,5,972,4.961,4.961,20.863,1,5,2.238,2.238,4.561,1,5,4,3,5,4,4,2,2,29,5,7,3,3,2,2,1,471450326,low,0
12/8/22 11:48,12/8/22 11:53,0,99.197.211.163,100,318,1,12/8/22 11:53,R_1CxLOsNmnHGiN7b,,,,,35.8235,-96.374,anonymous,EN,6,1,2,1,2,56.077,85.667,88.309,8,0,0,29.404,0,It's divided into thirds. ,25.564,34.403,47.877,3,4,4,3000,17.755,17.755,21.232,1,4,7.954,7.954,9.167,1,7,7,7,1,5,2,2,1,34,2,1,1,2,1,2,1,106649513,high,1
12/8/22 11:48,12/8/22 11:53,0,172.58.4.111,100,308,1,12/8/22 11:53,R_27vsdHBdeFJzU0L,,,,,33.8895,-84.2921,anonymous,EN,6,1,2,1,2,40.541,102.343,103.708,8,15.944,15.944,17.571,1,"The top third own more wealth than the middle third, and the middle third possess more money than the bottom third.",25.579,25.579,65.752,1,5,5,3000,14.841,14.841,15.713,1,5,2.737,2.737,3.902,1,5,3,4,1,3,1,1,1,23,2,4,1,6,2,2,1,227869762,low,0
12/8/22 11:48,12/8/22 11:53,0,162.142.45.120,100,285,1,12/8/22 11:53,R_1Itqu3WcSuZc2JS,,,,,40.4236,-105.0935,anonymous,EN,6,1,2,1,2,53.326,72.866,74.115,8,20.337,20.337,26.748,1,The income distribution is fairly similar between the 3 groups; only $10K separates each.,22.109,22.109,55.765,1,3,4,499,14.556,14.556,21.253,1,4,7.09,7.214,8.553,3,3,3,2,1,5,2,2,1,46,5,2,2,4,3,2,1,50329452,low,0
12/8/22 11:49,12/8/22 11:53,0,68.50.159.229,100,257,1,12/8/22 11:53,R_3hlG2ZiG1sFC1x1,,,,,39.8996,-86.1692,anonymous,EN,6,1,2,1,2,20.705,33.401,38.132,6,0,0,11.85,0,The income distribution in Bimboola was completely unfair. They does not have reasonable income distribution.,2.92,52.851,53.304,2,4,2,1500,7.315,12.663,13.781,2,2,2.731,4.849,11.871,2,6,7,7,7,6,4,5,1,41,6,10,4,3,1,2,1,439762725,high,1
12/8/22 11:46,12/8/22 11:53,0,206.123.141.185,100,461,1,12/8/22 11:53,R_3sgfLb9ta38GDHY,,,,,37.7809,-122.4245,anonymous,EN,6,1,2,1,2,61.513,102.073,106.289,24,11.725,23.217,27.532,3,"There are three tiers of income where the lowest only make about $8,500 and the highest earner $78,500.",0.764,104.477,107.266,10,4,5,499,1.002,11.938,12.564,9,5,3.582,3.973,4.49,2,7,7,7,7,7,2,3,2,38,5,4,2,6,2,2,1,722309934,high,1
12/8/22 11:49,12/8/22 11:54,0,72.208.130.10,100,268,1,12/8/22 11:54,R_2ZIlnZasnGJrcRF,,,,,33.2409,-111.7792,anonymous,EN,6,1,2,1,2,15.495,47.768,48.744,6,0,0,35.167,0,"Yikes, income inequality seems to be a big issue.",8.128,8.128,32.048,1,5,5,1001,16.329,16.329,17.02,1,4,2.783,2.783,3.804,1,6,7,6,4,4,3,3,1,33,6,3,1,7,2,2,2,400815810,high,1
12/8/22 11:48,12/8/22 11:54,0,104.2.108.183,100,351,1,12/8/22 11:54,R_2r6uaRZM2Ij5j4R,,,,,41.5586,-87.5019,anonymous,EN,6,1,2,1,2,77.789,91.763,93.573,5,0,0,49.234,0,there is a large discrepancy between the top and bottom third,17.274,17.274,39.868,1,5,5,1500,38.503,39.75,41.155,2,4,6.147,7.624,9.878,3,6,6,6,5,6,3,4,1,45,5,12,4,5,3,2,4,241538952,high,1
12/8/22 11:39,12/8/22 11:55,0,76.125.247.59,100,950,1,12/8/22 11:55,R_322qS5tNpiDvCbH,,,,,40.3052,-79.5418,anonymous,EN,6,1,2,1,2,26.31,206.001,212.847,6,2.821,2.821,18.425,1,All the three income group add up to the same amount of money to both distributions,10.557,10.557,321.141,1,6,7,1504,7.42,36.69,39.034,2,6,11.806,11.806,13.234,1,6,5,7,6,5,4,3,1,31,6,6,3,1,2,2,1,915756087,high,1
12/8/22 11:38,12/8/22 11:55,0,71.121.214.123,100,1021,1,12/8/22 11:55,R_2UgrjmmFzBBFT9L,,,,,39.4799,-76.2955,anonymous,EN,6,1,2,1,2,105.138,409.65,410.452,8,0,0,212.454,0,"It is relatively equal. There is some inequality, but it is very minimal. The top earners only earn 60% more than the bottom. ",5.591,5.591,45.189,1,4,4,1276,84.176,84.176,85.04,1,5,2.754,2.754,3.842,1,5,4,3,6,7,3,3,1,34,5,6,3,4,2,2,1,987506590,low,0
12/8/22 11:39,12/8/22 11:55,0,73.44.86.194,100,999,1,12/8/22 11:55,R_21HC5HMc1QUIFbT,,,,,41.7011,-86.872,anonymous,EN,6,1,2,1,2,19.318,195.898,202.964,9,4.084,4.084,33.855,1,All the three income group add up to the same amount of money in both distributions. Previous studies shown that the economic inequality is associated with macrosocial outcomes and psychological process. The role of economic inequality in social cognition is poorly understood.,134.148,491.418,541.937,7,6,5,3000,70.867,80.287,81.754,4,6,4.437,4.437,5.25,1,5,6,5,5,6,4,5,1,39,5,6,3,6,2,2,1,8600894,high,1
12/8/22 11:47,12/8/22 11:56,0,174.249.248.2,100,560,1,12/8/22 11:56,R_334midmvHa9qt8U,,,,,37.751,-97.822,anonymous,EN,6,1,2,1,2,135.877,155.361,158.338,7,0,0,61.443,0,It is a relatively wealthy country with low income disparity. ,29.584,29.584,142.61,1,6,6,499,28.647,28.647,31.104,1,5,13.617,15.102,16.165,2,3,3,2,2,7,3,4,1,67,3,1,1,6,3,2,4,188880609,low,0
12/8/22 11:46,12/8/22 11:56,0,73.152.127.13,100,611,1,12/8/22 11:56,R_1pEHdn6zyjGhA9w,,,,,39.1487,-78.2637,anonymous,EN,6,1,2,1,2,14.989,23.492,92.947,5,13.062,13.062,16.647,1,"The interest/return when the borrower pays back. Most borrowers pay back in time; however, some borrowers may not pay back and unregister on the platform, in which case, it is hard for the lender even to receive the principal. The platform does not have any liability to compensate the lender’s loss.",1.543,5.078,11.459,2,6,4,2506,5.201,5.201,12.846,1,6,2.037,2.037,4.378,1,6,5,6,6,5,4,5,1,35,6,9,4,6,2,2,2,887665916,low,0
12/8/22 11:50,12/8/22 11:57,0,75.118.81.7,100,390,1,12/8/22 11:57,R_1JLUoKFfvh5ZUb0,,,,,40.081,-82.9383,anonymous,EN,6,1,2,1,2,64.262,118.987,119.184,8,1.264,48.71,49.547,3,"Income is disproportionately weighted to the top third, and to a lesser extent, the middle third.",4.537,4.537,52.166,1,6,5,752,1.692,12.489,13.165,2,5,1.678,1.678,3.452,1,7,7,6,5,6,3,4,1,32,5,6,2,7,2,2,1,687933075,high,1
12/8/22 11:38,12/8/22 11:57,0,208.200.5.79,100,1142,1,12/8/22 11:57,R_BVTLsOZlGBXqJvb,,,,,45.5496,-122.5044,anonymous,EN,6,1,2,1,2,346.895,439.601,450.111,16,0,0,40.415,0,They managed the fuds very well and distributed them well.,1.883,243.977,293.025,3,6,7,1010,4.92,51.689,52.614,3,6,2.146,3.463,6.965,3,6,7,5,6,6,4,5,2,45,5,8,4,2,2,2,1,900025691,high,1
12/8/22 11:39,12/8/22 11:57,0,98.195.224.190,100,1133,1,12/8/22 11:57,R_3R9n0ggr5iu8uJo,,,,,29.6518,-95.5176,anonymous,EN,6,1,2,1,2,14.741,616.988,617.612,6,0,0,90.805,0,The distribution looks very similar by brackets.,101.169,114.269,118.629,2,7,7,0,142.284,143.13,143.472,2,1,0.676,0.676,7.903,1,4,4,1,7,7,5,5,1,30,5,11,3,7,2,2,4,731484889,low,0
12/8/22 11:38,12/8/22 11:57,0,76.190.76.254,100,1155,1,12/8/22 11:57,R_1jpkcXVp4pnVPib,,,,,41.1701,-81.4424,anonymous,EN,6,1,2,1,2,16.79,85.386,86.565,7,3.196,3.747,227.732,2,It seems to be very equal compared to the US,1.238,156.351,156.766,3,6,6,1500,2.478,7.244,10.956,5,5,1.772,3.691,4.394,3,5,5,6,5,4,4,3,1,30,5,9,3,7,2,2,1,681164794,low,0
12/8/22 11:45,12/8/22 11:58,0,73.45.83.133,100,726,1,12/8/22 11:58,R_2EGmkyFe0rc2uye,,,,,42.0382,-88.262,anonymous,EN,6,1,2,1,2,105.928,153.33,164.364,7,3.202,3.674,24.723,2,"Bimboolian people can be categorized into three groups: the top 1/3, the middle 1/3, and the bottom 1/3. The chart below depicts the average annual income of each group.",1.5,16.242,45.38,6,5,6,1508,13.583,13.583,15.04,1,6,258.531,258.531,259.188,1,6,5,6,6,5,4,5,2,49,6,7,3,6,2,2,1,928201331,low,0
12/8/22 11:49,12/8/22 11:58,0,162.229.53.30,100,540,1,12/8/22 11:58,R_1pMtfxvwtzd6Ya5,,,,,35.2426,-80.741,anonymous,EN,6,1,2,1,2,2.617,113.657,119.529,32,2.973,21.185,33.662,5,"Bimboola people are categorized by three different groups for income distribution, which are top 1/3, middle 1/3, and bottom 1/3.",3.976,158.597,164.376,28,5,5,1001,3.206,34.767,48.39,7,3,6.767,6.767,16.6,1,5,7,5,5,5,2,3,1,38,4,5,1,7,2,2,2,75307824,high,1
12/8/22 11:39,12/8/22 11:58,0,91.196.220.104,100,1115,1,12/8/22 11:58,R_3338iex7IB9FjrB,,,,,34.0544,-118.244,anonymous,EN,6,1,2,1,2,611.967,647.01,651.187,7,0,0,43.918,0,"well, there seem to be some inequality in the distribution of wealth but it is not so much ",22.362,22.362,65.507,1,5,5,1500,17.089,17.883,18.215,2,4,9.876,9.876,10.603,1,4,3,3,2,3,2,3,1,29,5,5,3,3,2,2,1,988485358,low,0
12/8/22 11:51,12/8/22 11:58,0,73.76.222.6,100,461,1,12/8/22 11:58,R_xEqYFY35MaKGWZ3,,,,,30.0043,-95.1747,anonymous,EN,6,1,2,1,2,118.548,134.649,156.729,7,0,0,49.685,0,they managed the funds very well and distributed them equally among all ,2.929,70.162,129.472,4,6,5,2227,6.069,6.069,22.817,1,6,2.982,2.982,4.889,1,6,5,6,5,6,4,3,2,41,5,8,4,2,2,2,1,494442214,high,1
12/8/22 11:55,12/8/22 11:59,0,75.90.63.69,100,217,1,12/8/22 11:59,R_2rGhf8xnkR38rse,,,,,30.0408,-82.9311,anonymous,EN,6,1,2,1,2,34.556,53.387,54.132,5,0,0,24.764,0,"There are very poor, a middle class, and a richer class",12.712,12.712,44.203,1,5,5,1001,12.623,12.623,14.71,1,5,2.921,2.921,3.846,1,7,7,7,1,5,2,4,1,32,3,2,1,7,2,2,1,316908390,high,1
12/8/22 11:56,12/8/22 11:59,0,172.127.23.180,100,186,1,12/8/22 11:59,R_2V9KZsNOcJVAQA4,,,,,35.8538,-78.686,anonymous,EN,6,1,2,1,2,2.374,53.401,54.136,9,8.246,8.246,18.53,1,There are three different groups in Bimboola. There is large income inequality between these three groups. ,6.017,16.717,40.102,5,4,4,0,10.892,10.892,12.639,1,1,2.891,2.891,4.231,1,7,7,7,4,4,4,3,2,29,5,9,3,7,2,2,6,908541497,high,1
12/8/22 11:46,12/8/22 11:59,0,73.110.230.137,100,823,1,12/8/22 11:59,R_3qwVK5dCn2fnju4,,,,,41.6786,-85.9579,anonymous,EN,6,1,2,1,2,141.581,164.343,174.576,6,10.855,10.855,12.045,1,"Bimboola people can be categorized into three groups such as top, middle, bottom. ",45.777,431.674,469.058,6,6,7,2244,3.611,7.142,13.435,2,6,0,0,5.804,0,7,5,6,6,6,4,5,2,52,6,7,3,6,2,2,1,296575260,high,1
12/8/22 11:54,12/8/22 11:59,0,66.38.103.191,100,332,1,12/8/22 11:59,R_XGHQtnSGOLplWNP,,,,,36.7614,-86.1929,anonymous,EN,6,1,2,1,2,55.817,66.416,67.429,5,34.101,34.101,41.101,1,"There are 3 different income groups in Bimboola, 1/3 in the top who earn $78,500, 1/3 in the middle who earn $43,500, and 1/3 in the bottom who earn $8500.",19.559,19.559,98.533,1,5,5,3000,27.696,27.696,28.632,1,5,5.619,5.619,6.577,1,7,7,7,1,1,3,4,2,65,5,11,3,2,1,2,1,44915395,high,1
12/8/22 11:38,12/8/22 12:00,0,50.231.88.211,100,1346,1,12/8/22 12:00,R_ALJYzilYcfZlMTD,,,,,40.7149,-73.9893,anonymous,EN,6,1,2,1,2,663.494,880.146,881.998,14,26.216,26.216,42.879,1,People living in unequal societies tend to worry  about their social status. In this chart that inequality may have agreater  impact on the society.,3.055,97.611,222.097,2,5,5,507,47.682,47.682,48.671,1,6,6.792,7.5,9.055,2,7,7,7,7,7,3,3,1,46,6,5,3,1,1,2,2,44396938,high,1
12/8/22 11:56,12/8/22 12:00,0,76.143.47.95,100,218,1,12/8/22 12:00,R_BtfkOQOGPAOIF7H,,,,,29.7439,-95.6067,anonymous,EN,6,1,2,1,2,51.56,77.77,78.636,6,0,0,12.086,0,There is a large difference between the poorest and richest people in this country.,15.655,15.655,37.041,1,4,4,1006,8.979,8.979,12.731,1,4,3.678,4.841,5.137,2,7,7,7,1,4,2,2,1,33,2,5,2,7,2,2,2,59172381,high,1
12/8/22 11:39,12/8/22 12:01,0,35.133.235.69,100,1279,1,12/8/22 12:01,R_Wxi1EEnn6nrC9jz,,,,,34.5251,-82.6307,anonymous,EN,6,1,2,1,2,291.263,406.269,406.755,7,0,0,62.739,0,"it's very fair, the tiers are evenly distributed and inequality is relatively smal",1.37,74.227,85.711,6,5,6,1923,30.725,31.138,127.978,4,6,1.003,2.74,5.45,2,6,5,7,5,6,4,2,1,24,5,8,3,6,2,2,1,971392479,low,0
12/8/22 11:54,12/8/22 12:01,0,98.58.161.58,100,402,1,12/8/22 12:01,R_STceIapeGXypzTH,,,,,26.0162,-80.1955,anonymous,EN,6,1,2,1,2,7.663,182.502,185.993,12,2.208,21.339,22.036,4,I think the income distribution in Bimboola is fair.,15.801,36.73,42.617,6,7,6,2290,6.735,6.735,16.767,1,6,1.665,1.665,27.76,1,4,4,3,5,3,3,3,1,28,5,5,3,7,2,2,4,988032665,low,0
12/8/22 11:50,12/8/22 12:01,0,63.75.252.188,100,619,1,12/8/22 12:01,R_3HZIebJwWXDyzUr,,,,,40.7149,-73.9893,anonymous,EN,6,1,2,1,2,13.361,122.742,125.512,8,0,0,18.552,0,"The distribution of income is simply a statistical measure of how many people earn or receive various amounts of income. However, people, including many economists, often mistakenly talk as if society is “distributing” income and people are passively receiving it.",47.523,152.668,199.416,5,7,7,1504,20.212,23.64,24.552,2,7,2.241,2.241,4.342,1,7,7,7,7,7,4,4,1,33,5,6,3,4,2,2,1,94462042,low,0
12/8/22 11:56,12/8/22 12:01,0,23.119.175.212,100,333,1,12/8/22 12:01,R_vIGJ2dPY0WMePXr,,,,,29.6918,-95.6526,anonymous,EN,6,1,2,1,2,6.54,74.18,74.823,8,3.43,11.118,23,3,The income distribution in Bimboola is very close to one another. The lowest group on average makes 20 thousand less than the top group.,3.893,122.156,143.868,12,4,4,752,10.938,10.938,20.783,1,5,4.166,4.755,5.448,2,5,3,3,1,3,2,2,1,35,2,4,1,2,1,1,,489176359,low,0
12/8/22 11:57,12/8/22 12:02,0,108.12.238.97,100,254,1,12/8/22 12:02,R_1r3uktu78zdycq9,,,,,41.874,-71.3844,anonymous,EN,6,1,2,1,2,1.988,79.373,100.775,15,1.744,7.41,30.246,8,It's pretty wide - the poor don't make enough. Nearly enough.,3.032,3.032,14.132,1,2,3,908,5.978,10.588,11.784,2,4,0.746,1.307,16.398,2,5,3,4,3,5,3,3,1,34,5,3,2,5,2,2,1,902582209,high,1
12/8/22 11:59,12/8/22 12:03,0,185.238.231.151,100,231,1,12/8/22 12:03,R_1qaFeV9M6TGSiWl,,,,,39.7388,-104.9868,anonymous,EN,6,1,2,1,2,1.696,50.576,51.225,13,2.714,5.585,17.61,2,The income is divided up into the top 1/3rd the middle 1/3rd and the bottom 1/3rd.,9.296,31.367,50.701,5,4,4,1001,1.199,11.849,12.598,2,6,3.325,3.325,3.977,1,7,7,7,5,5,3,3,1,50,4,3,2,3,1,2,1,210602145,high,1
12/8/22 11:59,12/8/22 12:04,0,67.7.27.221,100,302,1,12/8/22 12:04,R_3HLG91MofK4fem0,,,,,31.7583,-95.6366,anonymous,EN,6,1,2,1,2,45.917,56.976,57.892,8,26.29,26.29,27.864,1,"The top third of the population's income is nearly 2 times the middle third, and the middle third's income is nearly 5 times that of the bottom third.",23.652,95.675,96.179,2,4,4,1001,19.343,27.831,28.895,2,5,4.501,4.501,5.768,1,7,7,6,5,5,3,4,1,63,3,7,2,7,2,2,1,890676709,high,1
12/8/22 11:55,12/8/22 12:04,0,67.149.119.168,100,523,1,12/8/22 12:04,R_2uQgU1UY9fShfz3,,,,,27.7889,-82.7192,anonymous,EN,6,1,2,1,2,16.559,109.406,110.52,10,3.976,12.575,24.278,2,"The income distribution isn't unduly skewed. There is only a $20,000 difference between the top third and bottom third. The middle third has a $10,000 difference when compared to the top third and the bottom third. ",14.457,181.829,193.061,8,6,6,1006,4.584,34.343,36.217,8,2,6.88,8.483,9.593,3,6,6,5,2,2,5,4,2,67,5,5,2,2,1,2,1,794267135,low,0
