StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q89_First Click,Q89_Last Click,Q89_Page Submit,Q89_Click Count,Q102_First Click,Q102_Last Click,Q102_Page Submit,Q102_Click Count,quiz_highIn.,quiz_lowIn.,quiz_lowF.,quiz_highF.,Q149_First Click,Q149_Last Click,Q149_Page Submit,Q149_Click Count,quiz_lowIn.2,quiz_highIn.2,quiz_lowF.2,quiz_highF.2,dv_host,dv_accept,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,med_trust,med_trustworthy,check_inequality,check_familiarity,host_exp,general_familiarity,general_attitudes,econ,econ_inequality,gender,age,edu,income,social_class,ideology,affiliation,hispanic,ethinicity,Q275,Q276,Q277,Q278,Q279,Q280,mTurkCode,inequality_des,inequality,familiarity_des,familiarity,wave
1/2/23 12:43,1/2/23 12:47,0,136.49.139.199,100,221,1,1/2/23 12:47,R_sLG57tJA3P67kzL,,,,,30.2423,-97.7672,anonymous,EN,11.981,11.981,39.467,1,13.846,13.846,19.27,1,,8,1,,,,,,,,,,7,7,3.378,10.799,11.919,6,6,6,1,1,2,6,7,3,3,1,,3,6,3,6,2,2,1,1,,2,,2,,7133568,low,0,low,0,2
1/2/23 12:42,1/2/23 12:47,0,71.89.160.169,100,266,1,1/2/23 12:47,R_2c1S8pkfBGITHma,,,,,42.2789,-85.6904,anonymous,EN,5.224,6.608,107.449,2,0,0,12.166,0,2,,,2,,,,,,,,,7,7,3.622,4.673,6.783,2,4,4,7,4,2,4,5,3,3,2,40,5,11,3,6,2,2,4,1,,2,,2,,8745735,high,1,high,1,2
1/2/23 12:45,1/2/23 12:47,0,155.186.116.3,100,138,1,1/2/23 12:47,R_2bHSySlkPQXSh8T,,,,,34.5404,-117.3532,anonymous,EN,0,0,11.141,0,0,0,10.88,0,2,,1,,,,,,,,,,4,3,3.372,7.684,8.435,3,2,2,7,1,2,1,2,2,4,2,32,5,4,1,4,3,1,,1,,2,,2,,5663291,high,1,low,0,2
1/2/23 12:42,1/2/23 12:47,0,47.213.93.137,100,296,1,1/2/23 12:47,R_1kS93FGHcNOVCVp,,,,,38.3182,-81.5293,anonymous,EN,0,0,145.69,0,0,0,14.399,0,,1,,2,0,0,11.553,0,8,,,,5,5,5.404,9.142,10.093,3,5,4,2,5,1,6,5,3,3,1,44,3,4,2,3,1,2,1,1,,2,,2,,8872305,low,0,high,1,2
1/2/23 12:43,1/2/23 12:47,0,98.151.6.196,100,211,1,1/2/23 12:47,R_WDamrz0ztk3WlPP,,,,,21.3908,-157.9332,anonymous,EN,12.181,12.181,39.101,1,11.433,11.433,12.305,1,2,,1,,,,,,,,,,3,3,7.716,15.991,17.573,6,4,4,6,2,2,6,5,4,4,1,59,5,6,3,2,1,2,4,1,,2,,2,,2412422,high,1,low,0,2
1/2/23 12:45,1/2/23 12:47,0,74.199.70.148,100,115,1,1/2/23 12:47,R_1jpnSPfgBMgcxyY,,,,,42.6206,-82.9608,anonymous,EN,1.135,7.779,11.502,3,1.744,2.082,11.279,2,,8,1,,,,,,,,,,5,4,1.733,2.494,6.229,2,4,5,5,4,2,4,3,3,4,1,31,2,6,3,5,1,2,1,1,,2,,2,,7261135,low,0,low,0,2
1/2/23 12:45,1/2/23 12:47,0,198.177.95.129,100,136,1,1/2/23 12:47,R_1mQPeI8vCVwuP8V,,,,,43.067,-87.9682,anonymous,EN,0,0,33.226,0,0,0,13.051,0,2,,1,,,,,,,,,,6,6,4.268,6.244,6.794,3,5,5,7,1,2,4,5,3,3,1,38,5,6,2,4,1,2,1,1,NA,2,NA,2,NA,3078900,high,1,low,0,2
1/2/23 12:45,1/2/23 12:47,0,174.23.149.119,100,145,1,1/2/23 12:47,R_2ciN6FD4waUZ4AM,,,,,40.5153,-112.0316,anonymous,EN,3.143,3.143,14.242,1,0,0,25.96,0,,8,,2,,,,,,,,,6,6,1.397,9.866,10.566,6,5,4,1,6,2,5,5,3,4,2,31,5,7,3,4,3,2,1,1,,2,,2,,9507275,low,0,high,1,2
1/2/23 12:42,1/2/23 12:47,0,73.34.5.159,100,296,1,1/2/23 12:47,R_1pWnYP8HjnmrDml,,,,,39.6933,-104.7865,anonymous,EN,0,0,31.927,0,0,0,37.076,0,,8,,2,,,,,,,,,7,6,126.024,128.241,129.388,2,6,6,1,5,2,4,6,4,4,2,56,2,10,3,1,1,2,1,1,,2,,2,,6923173,low,0,high,1,2
1/2/23 12:42,1/2/23 12:47,0,136.35.255.229,100,287,1,1/2/23 12:47,R_O29zhWhoSqgOZR7,,,,,39.214,-94.5826,anonymous,EN,4.314,4.314,31.139,1,11.625,11.625,14.626,1,,8,,2,,,,,,,,,7,7,9.556,13.392,14.206,4,5,4,1,6,2,6,7,2,2,2,76,3,4,3,1,1,2,1,1,,2,,2,,3686440,low,0,high,1,2
1/2/23 12:44,1/2/23 12:47,0,67.44.160.55,100,212,1,1/2/23 12:47,R_vlBbHZK9DMhp8bL,,,,,37.751,-97.822,anonymous,EN,7.672,49.573,50.681,4,9.896,15.33,16.996,3,,8,1,,,,,,,,,,6,6,5.505,7.203,15.105,2,6,6,2,1,2,6,3,2,2,2,53,5,10,2,7,2,2,1,1,,2,,2,,8678558,low,0,low,0,2
1/2/23 12:44,1/2/23 12:47,0,174.249.152.207,100,195,1,1/2/23 12:47,R_1JKMfhRyC0gKSxf,,,,,37.7794,-122.2178,anonymous,EN,24.07,34.984,35.959,2,8.195,16.715,17.492,2,2,,,2,,,,,,,,,6,6,7.772,10.683,11.406,3,5,5,6,5,2,2,4,2,2,1,45,7,11,3,5,2,2,4,1,N/A,2,N/A,2,N/A,4215817,high,1,high,1,2
1/2/23 12:45,1/2/23 12:47,0,65.184.16.27,100,120,1,1/2/23 12:47,R_1E7fFZ4t18fora4,,,,,35.377,-81.3538,anonymous,EN,0,0,17.512,0,0,0,11.003,0,2,,,2,,,,,,,,,6,6,3.74,5.401,6.089,2,5,5,7,5,2,6,5,3,4,1,34,3,3,1,5,2,2,1,1,,2,,2,,2445896,high,1,high,1,2
1/2/23 12:43,1/2/23 12:47,0,47.35.181.80,100,241,1,1/2/23 12:47,R_21HZrYUm9QBw2sd,,,,,43.0334,-89.4512,anonymous,EN,0,0,61.098,0,0,0,12.672,0,2,,,2,,,,,,,,,6,6,11.071,13.029,18.382,2,6,6,5,5,2,5,2,2,2,1,37,3,1,2,6,2,2,1,1,,2,,2,,3401448,high,1,high,1,2
1/2/23 12:44,1/2/23 12:47,0,108.200.98.217,100,193,1,1/2/23 12:47,R_2YbRtLSkx9olF0v,,,,,38.1228,-121.2543,anonymous,EN,0,0,51.623,0,0,0,11.351,0,2,,1,,,,,,,,,,7,7,7.697,9.288,17.469,2,4,4,6,1,2,5,4,3,4,2,37,2,1,1,7,2,2,1,1,,2,,2,,4132791,high,1,low,0,2
1/2/23 12:45,1/2/23 12:47,0,216.223.218.203,100,168,1,1/2/23 12:47,R_2xWvQenH7p2CK9g,,,,,33.7827,-79.1473,anonymous,EN,0,0,11.653,0,0,0,10.966,0,,2,1,,10.026,10.026,11.298,1,8,,,,6,6,4.003,5.898,6.612,3,5,5,7,5,2,3,3,3,3,1,30,2,1,1,4,3,2,1,1,,2,,2,,8151070,low,0,low,0,2
1/2/23 12:43,1/2/23 12:47,0,216.16.2.247,100,273,1,1/2/23 12:47,R_AgksR1wAJWD91m1,,,,,44.062,-96.621,anonymous,EN,0,0,58.779,0,0,0,19.091,0,,8,1,,,,,,,,,,6,6,11.762,20.269,21.9,3,4,4,1,2,2,4,4,3,3,1,45,3,4,1,4,3,2,1,1,,2,,2,,8916049,low,0,low,0,2
1/2/23 12:45,1/2/23 12:47,0,73.96.22.22,100,164,1,1/2/23 12:47,R_1hT1oJUQ6VayZlA,,,,,45.6652,-122.5215,anonymous,EN,0,0,25.654,0,0,0,10.914,0,,8,1,,,,,,,,,,7,7,5.42,10.498,12.252,3,5,5,2,1,2,3,4,3,3,1,39,3,6,1,4,3,2,1,1,,2,,2,,3968008,low,0,low,0,2
1/2/23 12:43,1/2/23 12:47,0,71.74.18.28,100,243,1,1/2/23 12:47,R_2xWyBaf2qEOZ7w6,,,,,33.9654,-78.0359,anonymous,EN,0,0,45.159,0,11.166,11.166,16.629,1,2,,1,,,,,,,,,,4,4,18.968,26.854,33.145,4,3,3,7,1,2,3,4,3,2,2,46,5,6,2,6,2,2,1,1,,2,,2,,8026475,high,1,low,0,2
1/2/23 12:45,1/2/23 12:48,0,174.203.6.215,100,160,1,1/2/23 12:48,R_4TSf5omp6p2yANz,,,,,29.92,-95.5612,anonymous,EN,0,0,22.602,0,0,0,12.601,0,2,,,2,,,,,,,,,7,7,5.469,6.455,7.249,4,7,7,7,7,2,7,6,4,5,1,42,6,8,3,5,2,2,1,1,,2,,2,,4295012,high,1,high,1,2
1/2/23 12:45,1/2/23 12:48,0,64.132.98.162,100,136,1,1/2/23 12:48,R_2us00pu8GsITpHU,,,,,35.8538,-78.686,anonymous,EN,0,0,11.604,0,1.993,4.452,11.395,2,,8,1,,,,,,,,,,3,6,3.383,19.41,22.265,8,3,5,4,3,2,5,5,2,4,2,63,3,8,4,6,3,2,1,1,,2,,2,,4910317,low,0,low,0,2
1/2/23 12:42,1/2/23 12:48,0,50.81.78.200,100,342,1,1/2/23 12:48,R_3EsYMg6CE95HKde,,,,,38.9602,-122.6334,anonymous,EN,0.673,11.055,23.082,3,0.88,11.115,11.446,3,2,,,2,,,,,,,,,7,7,5.312,49.063,49.493,7,7,7,7,6,2,1,4,,,1,26,2,,1,6,2,2,1,1,,2,,2,,5948437,high,1,high,1,2
1/2/23 12:46,1/2/23 12:48,0,99.103.122.86,100,95,1,1/2/23 12:48,R_1pG8W2ZIb0s56AV,,,,,29.5422,-95.3212,anonymous,EN,0,0,11.118,0,0,0,11.025,0,,8,1,,,,,,,,,,7,7,2.942,4.37,5.847,3,6,6,2,1,2,2,4,4,3,1,27,3,6,2,3,1,2,1,1,,2,,2,,5392577,low,0,low,0,2
1/2/23 12:43,1/2/23 12:48,0,98.201.46.120,100,288,1,1/2/23 12:48,R_1daVXMekjr0aA2Y,,,,,29.7953,-95.4968,anonymous,EN,4.705,15.674,35.712,4,0,0,29.939,0,,8,8,,9.609,9.609,13.206,1,,,1,,4,3,14.421,17.908,18.923,3,4,4,1,3,2,2,4,2,3,1,50,3,1,1,6,2,2,1,1,,2,,2,,3656888,low,0,low,0,2
1/2/23 12:44,1/2/23 12:48,0,174.192.137.248,100,219,1,1/2/23 12:48,R_2w5KtPKo3WsUIjz,,,,,42.3122,-88.4418,anonymous,EN,29.196,29.196,30.326,1,14.804,15.572,20.413,2,,8,1,,,,,,,,,,5,5,2.259,6.641,7.329,7,4,4,6,2,2,2,2,2,2,2,39,2,10,2,3,1,2,1,1,,2,,2,,8954767,low,0,low,0,2
1/2/23 12:45,1/2/23 12:48,0,45.24.224.135,100,147,1,1/2/23 12:48,R_2S6Q6TI79r0jPMs,,,,,40.0233,-83.0859,anonymous,EN,3.002,3.002,18.398,1,0,0,12.077,0,2,,1,,,,,,,,,,4,4,4.978,7.66,9.599,2,4,4,7,1,2,7,4,4,4,1,44,5,10,1,7,2,2,1,1,,2,,2,,6085855,high,1,low,0,2
1/2/23 12:45,1/2/23 12:48,0,174.210.8.244,100,188,1,1/2/23 12:48,R_3JmyzSAJ3szvKzd,,,,,38.5943,-90.2321,anonymous,EN,0,0,18.851,0,0,0,14.263,0,2,,,2,,,,,,,,,7,7,29.94,31.819,32.611,3,6,6,7,6,2,1,2,2,2,2,43,3,12,3,6,2,2,1,1,,2,,2,,1007370,high,1,high,1,2
1/2/23 12:42,1/2/23 12:48,0,108.215.205.221,100,371,1,1/2/23 12:48,R_2SBHtl5E8GBAeuu,,,,,26.5991,-80.1284,anonymous,EN,0,0,90.423,0,0,0,26.45,0,,8,,2,,,,,,,,,6,6,33.155,45.597,47.898,3,6,6,3,5,2,3,5,3,3,2,74,3,3,3,5,2,2,1,1,,2,,2,,1522337,low,0,high,1,2
1/2/23 12:44,1/2/23 12:48,0,76.243.214.48,100,226,1,1/2/23 12:48,R_3q7Oy07ifvgAH4l,,,,,32.6587,-97.1617,anonymous,EN,1.576,21.056,23.473,2,1.626,37.613,40.751,2,2,,1,,,,,,,,,,7,7,8.892,14.276,16.253,4,5,5,7,1,2,5,5,4,4,1,52,5,11,3,2,1,2,1,1,,2,,2,,7611494,high,1,low,0,2
1/2/23 12:46,1/2/23 12:48,0,174.103.176.18,100,107,1,1/2/23 12:48,R_3EKKSNmA0iWxuHL,,,,,43.0818,-87.892,anonymous,EN,0,0,20.664,0,0,0,10.861,0,2,,,2,,,,,,,,,6,6,6.241,7.794,8.852,2,3,3,7,6,2,3,1,3,3,1,36,2,4,1,7,2,2,1,1,,2,,2,,9443188,high,1,high,1,2
1/2/23 12:44,1/2/23 12:48,0,72.179.39.178,100,236,1,1/2/23 12:48,R_3kyXV0qAulxXHiU,,,,,29.8737,-97.9361,anonymous,EN,0,0,58.238,0,11.858,11.858,12.357,1,2,,1,,,,,,,,,,1,1,9.942,11.244,12.337,2,1,1,7,1,2,3,3,5,3,1,32,5,6,1,4,3,2,6,1,,2,,2,,9350532,high,1,low,0,2
1/2/23 12:46,1/2/23 12:48,0,74.102.195.176,100,132,1,1/2/23 12:48,R_27HWfxcR8BD3208,,,,,41.038,-74.0373,anonymous,EN,0,0,17.26,0,0,0,11.389,0,,8,,2,,,,,,,,,7,7,5.16,7.008,7.892,2,6,6,1,5,2,6,5,5,4,1,61,7,12,5,4,3,2,1,1,,2,,2,,7642676,low,0,high,1,2
1/2/23 12:46,1/2/23 12:48,0,140.141.181.87,100,101,1,1/2/23 12:48,R_2aEUitLbN4bFAqm,,,,,40.772,-89.6572,anonymous,EN,0,0,15.481,0,0,0,11.198,0,2,,,2,,,,,,,,,7,7,2.631,4.262,6.436,4,5,5,7,4,2,7,7,3,3,2,45,5,12,4,6,2,2,1,1,,2,,2,,2727253,high,1,high,1,2
1/2/23 12:43,1/2/23 12:48,0,24.34.126.240,100,314,1,1/2/23 12:48,R_2ciRAbcPHGYYVCC,,,,,41.6721,-70.1941,anonymous,EN,19.152,19.152,50.936,1,12.373,12.373,19.378,1,2,,,2,,,,,,,,,5,5,10.303,21.388,23.897,5,4,4,6,5,1,5,4,3,3,1,77,3,11,3,2,3,2,1,1,,2,,2,,7630390,high,1,high,1,2
1/2/23 12:46,1/2/23 12:48,0,174.86.56.150,100,152,1,1/2/23 12:48,R_2vdL9dpQbrNhkOl,,,,,38.5682,-89.8965,anonymous,EN,0,0,31.563,0,0,0,11.984,0,2,,1,,,,,,,,,,2,1,11.79,13.912,14.788,3,2,3,7,1,2,5,5,2,3,2,48,5,8,3,2,1,2,1,1,none,2,no issues,2,none,2366000,high,1,low,0,2
1/2/23 12:43,1/2/23 12:48,0,98.146.194.160,100,293,1,1/2/23 12:48,R_1MPVG14FkB6tUF9,,,,,46.7314,-117.1733,anonymous,EN,0,0,29.154,0,0,0,18.882,0,8,,,2,0,0,60.991,0,,2,,,6,6,11.552,13.566,15.563,2,4,4,7,5,2,6,6,2,2,2,68,7,12,4,2,3,2,1,1,,2,,2,,9031057,high,1,high,1,2
1/2/23 12:45,1/2/23 12:48,0,73.235.137.170,100,187,1,1/2/23 12:48,R_DqP9eIwabfqL81r,,,,,36.7637,-119.7602,anonymous,EN,0,0,23.039,0,13.479,14.56,16.698,2,,8,,2,,,,,,,,,7,6,7.059,14.81,16.512,8,3,6,1,5,2,2,4,2,3,3,31,3,1,1,4,3,2,1,1,,2,,2,,2538374,low,0,high,1,2
1/2/23 12:46,1/2/23 12:48,0,76.219.107.229,100,132,1,1/2/23 12:48,R_3Hn6uyYA29De6Mn,,,,,40.1104,-83.1131,anonymous,EN,9.984,9.984,11.91,1,8.394,8.394,11.975,1,2,,1,,,,,,,,,,6,6,6.031,10.327,11.998,6,4,5,7,1,2,4,5,3,5,1,44,3,3,1,4,3,2,1,1,,2,,2,,1402763,high,1,low,0,2
1/2/23 12:46,1/2/23 12:49,0,24.233.229.12,100,164,1,1/2/23 12:49,R_3ps5K5R2UJKAv3Q,,,,,33.4474,-88.8205,anonymous,EN,0,0,36.62,0,0,0,11.52,0,,8,1,,,,,,,,,,7,7,5.892,8.122,9.304,3,4,4,2,5,2,4,4,3,2,1,36,6,8,3,7,3,2,1,1,,2,,2,,8573284,low,0,low,0,2
1/2/23 12:45,1/2/23 12:49,0,47.26.150.90,100,222,1,1/2/23 12:49,R_3NQmz7bRcpk5xpc,,,,,44.7603,-85.618,anonymous,EN,0,0,59.764,0,0,0,17.467,0,2,,,2,,,,,,,,,7,7,14.626,16.964,17.835,3,6,6,7,7,2,7,3,4,5,1,53,5,7,1,5,3,2,1,1,,2,,2,,1220376,high,1,high,1,2
1/2/23 12:42,1/2/23 12:49,0,76.159.136.86,100,406,1,1/2/23 12:49,R_1DA0vnMsYb6qZPk,,,,,32.413,-110.942,anonymous,EN,0,0,40.436,0,0,0,19.548,0,,1,,2,0,0,28.234,0,8,,,,7,6,13.193,21.617,22.927,3,5,6,1,5,2,5,5,3,2,2,31,3,2,2,4,1,2,1,1,,2,,2,,8839531,low,0,high,1,2
1/2/23 12:46,1/2/23 12:49,0,67.247.98.16,100,203,1,1/2/23 12:49,R_2R9flE4QDOKE8S4,,,,,40.7547,-73.9614,anonymous,EN,8.748,8.748,80.483,1,0,0,11.28,0,,8,,2,,,,,,,,,7,7,5.116,6.183,6.9,2,7,7,1,5,2,6,4,2,2,1,36,5,11,3,6,3,2,1,1,,2,,2,,5512005,low,0,high,1,2
1/2/23 12:45,1/2/23 12:49,0,73.101.14.172,100,228,1,1/2/23 12:49,R_3CIumTyLoNIUBOe,,,,,41.2723,-75.8887,anonymous,EN,0,0,14.28,0,0,0,11.2,0,2,,1,,,,,,,,,,7,7,5.733,7.758,8.688,2,7,7,7,1,2,5,5,3,2,1,46,4,7,2,3,1,2,1,1,,2,,2,,2876843,high,1,low,0,2
1/2/23 12:47,1/2/23 12:49,0,148.75.245.222,100,100,1,1/2/23 12:49,R_3soabKv3GeL3ZMV,,,,,40.6763,-73.9492,anonymous,EN,1.412,9.096,11.824,12,2.514,10.737,11.027,5,2,,1,,,,,,,,,,5,5,2.603,4.338,5.749,3,5,5,7,1,2,5,4,4,3,1,25,5,11,4,4,3,2,1,1,,2,,2,,3307375,high,1,low,0,2
1/2/23 12:47,1/2/23 12:49,0,75.139.85.187,100,124,1,1/2/23 12:49,R_10NJrajaXYVHPcR,,,,,34.8939,-81.834,anonymous,EN,6.215,6.691,11.047,2,0,0,13.167,0,2,,,2,,,,,,,,,7,7,3.947,6.233,6.504,5,5,3,7,6,2,6,5,2,3,1,36,3,4,1,6,4,2,1,1,n/a,2,n/a,2,n/a,4337199,high,1,high,1,2
1/2/23 12:42,1/2/23 12:49,0,70.175.158.11,100,420,1,1/2/23 12:49,R_3kMlKkvtsBVnhe1,,,,,33.7568,-117.7938,anonymous,EN,0,0,16.402,0,0,0,73.9,0,,2,,2,3.414,3.414,11.696,1,8,,,,7,7,2.202,5.665,6.671,4,7,7,1,7,2,2,4,3,3,1,51,4,4,2,6,2,2,1,1,,2,,2,,5045814,low,0,high,1,2
1/2/23 12:47,1/2/23 12:49,0,67.242.200.97,100,137,1,1/2/23 12:49,R_RmoA8Y67DqobMDD,,,,,43.2213,-78.3855,anonymous,EN,0,0,23.251,0,0,0,11.244,0,2,,1,,,,,,,,,,6,6,7.326,9.278,9.685,3,4,5,7,1,2,5,6,3,3,2,29,4,11,3,3,1,2,1,1,,2,,2,,8576127,high,1,low,0,2
1/2/23 12:45,1/2/23 12:49,0,76.176.43.188,100,234,1,1/2/23 12:49,R_3fCTJwfbYjU4v3u,,,,,34.8924,-117.0451,anonymous,EN,0,0,46.508,0,0,0,12.551,0,2,,1,,,,,,,,,,5,5,5.941,8.364,9.952,2,5,6,7,1,2,6,6,3,3,1,33,3,3,1,4,1,2,1,1,,2,,2,,2816468,high,1,low,0,2
1/2/23 12:44,1/2/23 12:49,0,173.64.106.248,100,335,1,1/2/23 12:49,R_29sqal8Lu4JDEVB,,,,,39.4126,-76.5789,anonymous,EN,42.896,42.896,83.682,1,6.259,6.259,18.698,1,,8,1,,,,,,,,,,7,7,12.861,19.693,21.59,6,6,6,2,1,2,2,6,3,2,1,59,5,7,3,2,1,2,1,1,n/a,2,n/a,2,n/a,3263527,low,0,low,0,2
1/2/23 12:46,1/2/23 12:50,0,47.215.235.241,100,210,1,1/2/23 12:50,R_2YE2sQdVIIhLcQh,,,,,34.8266,-111.7506,anonymous,EN,0.989,8.666,11.273,6,0.762,34.825,35.056,6,,8,1,,,,,,,,,,5,6,2.352,11.904,12.492,7,5,5,5,4,1,4,5,4,4,1,35,5,9,3,6,2,2,1,1,,2,,2,,9631323,low,0,low,0,2
1/2/23 12:48,1/2/23 12:50,0,76.217.230.48,100,121,1,1/2/23 12:50,R_3lum3DPikaQ4MMg,,,,,41.792,-88.166,anonymous,EN,0,0,15.7,0,0,0,11.538,0,2,,,2,,,,,,,,,7,7,2.6,5.317,8.9,3,7,7,7,4,2,2,5,2,2,2,37,6,3,3,7,2,2,1,1,,2,,2,,4613573,high,1,high,1,2
1/2/23 12:47,1/2/23 12:50,0,47.219.115.50,100,182,1,1/2/23 12:50,R_3W2CxAsnk92q3rX,,,,,32.3607,-95.3094,anonymous,EN,2.619,12.891,63.585,5,0,0,18.302,0,,8,,2,,,,,,,,,4,4,7.378,8.243,9.039,2,3,4,3,3,2,3,3,2,3,1,32,5,6,3,4,1,2,2,1,,2,,2,,607760,low,0,high,1,2
1/2/23 12:47,1/2/23 12:50,0,71.69.172.138,100,146,1,1/2/23 12:50,R_28YxOMPxSS8ZYE9,,,,,35.7614,-78.6015,anonymous,EN,0,0,19.632,0,0,0,12.259,0,,8,1,,,,,,,,,,7,7,8.171,10.818,12.17,3,6,6,1,1,2,2,4,3,3,1,47,3,2,2,6,3,2,2,1,,2,,2,,8532102,low,0,low,0,2
1/2/23 12:47,1/2/23 12:50,0,98.183.223.61,100,188,1,1/2/23 12:50,R_3rUoa6VTB3HEC15,,,,,36.9201,-76.2122,anonymous,EN,9.041,9.041,29.238,1,4.255,4.255,10.883,1,,1,,2,3.897,3.897,11.055,1,8,,,,7,7,6.283,8.391,9.158,3,6,6,2,5,2,7,7,3,4,2,34,6,11,3,7,2,2,1,1,na,2,,2,,2927029,low,0,high,1,2
1/2/23 12:46,1/2/23 12:50,0,209.6.121.157,100,259,1,1/2/23 12:50,R_2bZBpVe1HcT6SHL,,,,,42.4188,-71.1557,anonymous,EN,0,0,78.247,0,0,0,11.731,0,2,,,2,,,,,,,,,6,6,5.008,6.847,8.262,2,6,6,5,5,2,7,6,4,4,1,37,7,12,3,4,2,2,4,1,,2,,2,,2337636,high,1,high,1,2
1/2/23 12:45,1/2/23 12:50,0,76.107.35.150,100,290,1,1/2/23 12:50,R_1HnLsg1NZGfZxM7,,,,,32.3904,-93.7117,anonymous,EN,0,0,35.719,0,0,0,22.231,0,,2,,2,0,0,18.458,0,8,,,,6,6,6.99,8.496,9.469,2,6,6,3,5,2,5,6,3,3,2,43,6,11,3,3,1,2,1,1,,2,,2,,7896525,low,0,high,1,2
1/2/23 12:45,1/2/23 12:50,0,75.86.15.172,100,306,1,1/2/23 12:50,R_1rfuTo2rJzHr6Ql,,,,,43.0804,-88.0224,anonymous,EN,0,0,90.819,0,0,0,17.347,0,,8,1,,,,,,,,,,7,7,9.707,13.018,16.553,2,6,6,1,1,2,3,5,5,4,1,47,2,2,1,5,1,2,1,1,,2,,2,,2233195,low,0,low,0,2
1/2/23 12:47,1/2/23 12:50,0,73.98.95.116,100,173,1,1/2/23 12:50,R_3neEeYayMOUoxSM,,,,,32.3142,-106.7976,anonymous,EN,0,0,30.836,0,0,0,11.144,0,2,,,2,,,,,,,,,7,7,7.574,9.074,9.973,2,6,6,6,6,2,5,2,3,4,1,70,6,11,4,5,2,2,1,1,,2,,2,,5582662,high,1,high,1,2
1/2/23 12:48,1/2/23 12:50,0,147.0.189.250,100,106,1,1/2/23 12:50,R_1KlEGiSTi6USob4,,,,,41.0272,-80.7518,anonymous,EN,0,0,16.712,0,0,0,11.048,0,2,,1,,,,,,,,,,6,6,7.129,7.885,8.612,2,6,6,7,1,2,6,5,2,3,2,38,5,5,2,7,2,2,1,1,,2,,2,,6747574,high,1,low,0,2
1/2/23 12:47,1/2/23 12:50,0,47.135.1.239,100,171,1,1/2/23 12:50,R_cHLMlV7Gx1qOP6h,,,,,35.7532,-81.3264,anonymous,EN,0,0,33.168,0,0,0,12.175,0,,8,,2,,,,,,,,,7,7,5.39,6.981,9.669,3,6,6,2,5,2,2,4,2,2,2,46,5,3,2,6,2,2,1,1,,2,,2,,8320508,low,0,high,1,2
1/2/23 12:48,1/2/23 12:50,0,73.8.173.252,100,111,1,1/2/23 12:50,R_85KF6hYg7i7Qacx,,,,,41.5883,-87.4593,anonymous,EN,0,0,18.359,0,0,0,10.817,0,2,,1,,,,,,,,,,7,6,3.825,7.282,8.263,4,7,7,7,1,2,5,3,2,3,2,27,5,3,2,6,3,1,,1,,2,,2,,8961648,high,1,low,0,2
1/2/23 12:47,1/2/23 12:50,0,72.180.48.86,100,180,1,1/2/23 12:50,R_3qqEz6fQyyCEs6k,,,,,33.0176,-96.9926,anonymous,EN,0,0,42.069,0,0,0,12.642,0,,1,,2,0,0,10.819,0,8,,,,7,7,0,0,6.009,0,7,7,2,7,2,4,5,2,2,1,35,2,3,2,6,2,2,1,1,,2,,2,,9497917,low,0,high,1,2
1/2/23 12:47,1/2/23 12:50,0,75.185.105.212,100,200,1,1/2/23 12:50,R_3m8FUwcbXLU2UmH,,,,,38.1405,-85.6936,anonymous,EN,0,0,42.943,0,0,0,26.489,0,,8,,2,,,,,,,,,7,7,5.135,10.031,10.905,3,7,7,1,7,2,1,4,2,3,1,27,2,2,1,7,2,2,1,1,,2,,2,,9416917,low,0,high,1,2
1/2/23 12:47,1/2/23 12:50,0,68.13.242.110,100,174,1,1/2/23 12:50,R_3QVNLgOG4bEPWmF,,,,,36.0944,-95.9717,anonymous,EN,7.802,28.055,38.993,4,0.571,5.457,11.829,5,2,,,2,,,,,,,,,7,7,3.29,10.768,12.946,10,7,7,7,7,2,7,7,3,3,2,37,3,1,2,3,1,2,1,1,,2,,2,,4427694,high,1,high,1,2
1/2/23 12:46,1/2/23 12:50,0,107.77.207.57,100,252,1,1/2/23 12:50,R_AHZ2gFx2rNxLcBz,,,,,41.8764,-87.6133,anonymous,EN,0,0,44.473,0,0,0,12.718,0,,8,1,,,,,,,,,,7,7,46.164,50.13,50.967,2,6,6,1,1,2,3,6,3,4,1,68,4,5,2,6,2,2,1,1,,2,,2,,3801388,low,0,low,0,2
1/2/23 12:47,1/2/23 12:50,0,199.168.76.175,100,178,1,1/2/23 12:50,R_3hFtVVh4qOJaS3M,,,,,39.9564,-85.9651,anonymous,EN,0,0,11.546,0,0,0,12.463,0,9,,1,,0,0,13.423,0,,2,,,4,4,2.398,8.777,9.843,4,4,5,5,1,2,4,2,2,3,1,30,2,4,2,6,2,2,1,1,,2,,2,,1950245,high,1,low,0,2
1/2/23 12:47,1/2/23 12:50,0,63.155.3.29,100,179,1,1/2/23 12:50,R_1q7Lq4oSkGE63o9,,,,,44.0563,-122.9164,anonymous,EN,0,0,38.356,0,0,0,12.039,0,,8,,2,,,,,,,,,7,7,7.832,12.031,13.541,4,6,6,2,5,2,6,4,3,3,2,,5,5,2,6,2,2,1,1,,2,,2,,791177,low,0,high,1,2
