StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q83_First Click,Q83_Last Click,Q83_Page Submit,Q83_Click Count,Q243_First Click,Q243_Last Click,Q243_Page Submit,Q243_Click Count,Q80_First Click,Q80_Last Click,Q80_Page Submit,Q80_Click Count,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,dv_willingness,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,general_familiarity,general_attitudes,gender,age,income,mTurkCode,inequality_des,inequality,thoughts ,thought_code
6/27/22 11:25,6/27/22 11:28,0,72.1.111.209,100,180,1,6/27/22 11:28,R_3n65VcMDJk8lXcy,,,,,39.5102,-104.7216,anonymous,EN,0,0,30.977,0,13.82,13.82,31.804,1,4.015,6.047,44.035,2,7.192,7.192,21.041,1,7,4.574,10.572,11.629,2,6,6,1,57,10,1028855,low,0,Bimboola is a very equal country concerning income so it would be nice to visit and live there.,0
6/27/22 11:25,6/27/22 11:28,0,100.0.78.89,100,195,1,6/27/22 11:28,R_Q0Qwqd1pyTTvpap,,,,,41.9082,-71.1031,anonymous,EN,0,0,16.711,0,2.287,30.054,30.544,5,0.88,85.876,86.489,7,2.842,13.945,14.968,3,5,0.811,14.678,16.56,5,6,6,2,60,6,5877171,high,1,It is not very equal. 10 percent of the people holding 90 percent is not very fair. I believe the people in the lower ranking are probably very poor. Not a place I would like to live.,0
6/27/22 11:27,6/27/22 11:28,0,23.119.29.77,100,117,1,6/27/22 11:28,R_12r9ndEfhIPbZQf,,,,,30.4548,-97.7664,anonymous,EN,0,0,10.801,0,0,0,18.709,0,5.523,5.523,43.335,1,0,0,14.188,0,7,2.769,2.769,6.491,1,7,3,2,49,12,8208865,high,1,The bamboula doesn't have hey Cortana Terry equivalency as to other countries it's a ranked 5th inequality among 164 countries,0
6/27/22 11:26,6/27/22 11:28,0,96.47.57.137,100,169,1,6/27/22 11:28,R_1JLaJj2B7QF14i7,,,,,37.6736,-122.0944,anonymous,EN,0,0,6.353,0,0,0,67.753,0,2.907,2.907,55.236,1,0,0,11.955,0,3,2.613,2.613,6.374,1,6,6,1,46,12,8981166,low,0,"Seems to be that there is a lower amount of inequality compared to US.  Probably more lower income people with very few high wealth individuals, such as multibillionaires. ",0
6/27/22 11:24,6/27/22 11:28,0,134.53.87.137,100,299,1,6/27/22 11:29,R_1dbhv71isgyFjYM,,,,,39.5107,-84.7427,anonymous,EN,29.08,29.08,29.541,1,0,0,39.118,0,11.641,80.557,83.076,4,0,0,51.852,0,5,16.999,33.144,34.393,2,5,5,1,41,10,9955394,high,1,"struggling, large gap in wealth, may financially poor/struggling individuals and families",0
6/27/22 11:25,6/27/22 11:29,0,107.128.117.18,100,227,1,6/27/22 11:29,R_2aqzb5APUmzbs9q,,,,,29.734,-95.3058,anonymous,EN,0,0,8.678,0,0,0,78.673,0,2.502,2.502,13.817,1,0,0,49.85,0,3,56.288,56.288,58.256,1,3,3,2,25,3,3521792,low,0,It seems rather fair an equal,0
6/27/22 11:20,6/27/22 11:29,0,47.27.151.35,100,488,1,6/27/22 11:29,R_3iDbRgAn5G6INdf,,,,,40.5899,-98.3914,anonymous,EN,0,0,170.318,0,0,0,159.36,0,3.882,34.853,67.724,2,0,0,28.986,0,6,15.515,15.515,17.276,1,6,5,2,28,10,3540450,low,0,it is about inequality database in all cases.,0
6/27/22 11:27,6/27/22 11:29,0,68.39.14.30,100,119,1,6/27/22 11:29,R_1Fh8XePwq7FjSjS,,,,,39.8335,-84.8983,anonymous,EN,0,0,13.341,0,0,0,20.968,0,3.406,28.239,32.362,2,0,0,12.163,0,5,10.99,10.99,11.575,1,3,4,2,29,3,5720164,high,1,"Bimboola is not an equal country, it's one of the most unequal countries in the world.  ",0
6/27/22 11:26,6/27/22 11:29,0,162.229.178.174,100,192,1,6/27/22 11:29,R_2zMDoFNRIxb5ZWC,,,,,35.7633,-78.71,anonymous,EN,0,0,38.202,0,0,0,28.487,0,9.696,27.811,28.179,2,0,0,74.912,0,5,1.92,2.587,6.163,2,3,4,1,36,12,9453601,low,0,it's pretty equal and the economy pays out pretty equal for its workers,0
6/27/22 11:23,6/27/22 11:29,0,107.12.241.231,100,369,1,6/27/22 11:29,R_VUsk8aLq6Qw9Hpf,,,,,34.8965,-76.8869,anonymous,EN,0,0,19.344,0,2.134,24.931,65.266,15,1.779,61.876,80.239,11,1.128,13.141,27.334,8,4,1.484,32.858,34.883,11,6,5,2,31,2,3350614,low,0,I think that it is good that Bimboola is pretty equal when it comes to income inequality.,0
6/27/22 11:25,6/27/22 11:29,0,67.140.64.56,100,265,1,6/27/22 11:29,R_1j9EBRPGu3rgf2L,,,,,42.093,-79.244,anonymous,EN,0,0,13.924,0,5.142,32.944,54.547,15,3.187,48.323,49.825,4,15.783,26.575,27.658,6,3,4.529,73.503,75.108,14,2,4,2,50,6,60105,high,1,That it is rated one of the world's highest inequal countries to live in.,0
6/27/22 11:26,6/27/22 11:29,0,100.12.176.43,100,202,1,6/27/22 11:29,R_ey7d9wg2kULshK9,,,,,40.7465,-73.909,anonymous,EN,22.352,22.352,61.64,1,2.034,8.594,60.227,2,3.621,3.621,28.669,1,0,0,14.112,0,3,7.395,12.446,13.483,4,7,5,2,24,8,1500821,high,1,"Like most countries, it has a significant amount of income inequality. ",0
6/27/22 11:27,6/27/22 11:29,0,107.77.237.112,100,128,1,6/27/22 11:29,R_ZK1tOohSM1OYywp,,,,,33.7485,-84.3871,anonymous,EN,0,0,7.481,0,0,0,40.856,0,6.395,24.28,27.772,2,0,0,13.555,0,3,5.919,7.402,8.534,2,5,5,1,40,12,6960535,high,1,It is very poor and the rich control all of the wealth ,0
6/27/22 11:26,6/27/22 11:29,0,67.52.199.98,100,221,1,6/27/22 11:29,R_1LTYmXS8WhbysWL,,,,,43.0477,-88.004,anonymous,EN,0,0,14.007,0,43.51,43.51,44.34,1,7.283,64.372,106.927,5,0,0,19.149,0,1,10.772,10.772,12.005,1,1,4,1,36,11,3716452,high,1,There is a large difference between those that are wealthy and not wealthy.,0
6/27/22 11:26,6/27/22 11:30,0,67.141.18.79,100,228,1,6/27/22 11:30,R_VIrhHqAIY4Y4J6V,,,,,31.9472,-81.9389,anonymous,EN,0,0,6.92,0,7.692,7.692,81.389,1,2.577,46.305,49.76,3,28.4,28.4,29.373,1,7,11.298,11.298,13.226,1,7,6,1,57,5,2322321,low,0,"Effects of income inequality, researchers have found, include higher rates of health and social problems, and lower rates of social goods, a lower population-wide satisfaction and happiness and even a lower level of economic growth when human capital is neglected for high-end consumption.",0.5
6/27/22 11:27,6/27/22 11:30,0,75.138.115.146,100,184,1,6/27/22 11:30,R_3fK0Mn3dFleb528,,,,,35.0535,-82.0582,anonymous,EN,0,0,19.515,0,0,0,30.576,0,17.707,17.707,30.759,1,0,0,24.115,0,5,16.979,16.979,18.09,1,4,5,2,49,6,241920,low,0,income is not equal,0
6/27/22 11:28,6/27/22 11:30,0,107.77.199.96,100,111,1,6/27/22 11:30,R_3ETjT5l6YXR1xZT,,,,,32.7797,-96.8022,anonymous,EN,0,0,8.596,0,0.824,14.281,16.474,3,0.783,26.485,39.849,4,3.576,10.888,11.66,2,6,0.823,4.839,6.259,3,6,5,1,45,11,7330819,low,0,it is small and is one of the most equal countries in he world,0
6/27/22 11:28,6/27/22 11:30,0,198.248.192.242,100,121,1,6/27/22 11:30,R_2rrdj7RqiAkNFkZ,,,,,38.3936,-98.7803,anonymous,EN,0,0,6.6,0,0,0,20.909,0,7.497,41.276,44.176,2,0,0,11.096,0,3,16.777,16.777,17.782,1,5,4,2,30,4,2428628,high,1,That Bimboola's economic equality is severely out of balance. ,0
6/27/22 11:27,6/27/22 11:30,0,208.218.224.141,100,162,1,6/27/22 11:30,R_1dzAc14mPWsvR7U,,,,,37.751,-97.822,anonymous,EN,0,0,9.985,0,0,0,27.375,0,4.992,45.64,70.149,6,0,0,12.068,0,5,3.72,3.72,6.766,1,6,5,1,37,5,701379,low,0,THE HERITAGE FOUNDATION,1
6/27/22 11:28,6/27/22 11:30,0,64.250.206.111,100,139,1,6/27/22 11:30,R_1N3PGEG3xiMmhJR,,,,,34.3797,-97.9778,anonymous,EN,0,0,18.286,0,0,0,38.443,0,3.619,3.619,19.7,1,0,0,19.457,0,6,9.5,9.5,13.071,1,6,5,2,27,4,1937334,high,1,It is a very unequal country and few people hold most wealth.,0
6/27/22 11:21,6/27/22 11:30,0,184.6.21.90,100,549,1,6/27/22 11:30,R_TsUPbW3CuapPUCR,,,,,37.7701,-78.2401,anonymous,EN,0,0,20.247,0,0,0,69.598,0,7.189,263.96,356.661,4,0,0,26.109,0,2,24.052,24.052,27.355,1,5,5,1,65,4,3375352,high,1,This country shows a lot of inequality in wealth amoung its population.  A small portion of people controls most of the available wealth here.  About half of the people are very poor relative to the top 10 percent.  This means half the population haven't had the opportunity to advance themselves to a better life.,0
6/27/22 11:19,6/27/22 11:30,0,73.146.245.205,100,711,1,6/27/22 11:30,R_T6lnandtZVAoocp,,,,,39.1397,-86.5141,anonymous,EN,0,0,8.929,0,0,0,84.014,0,20.225,416.304,421.21,7,0,0,86.485,0,6,15.313,17.425,18.445,2,5,5,2,44,5,2319535,low,0,Economic inequality affects consumer behavior and favors consumption preferences for products that provide desirable symbolic values,0.5
6/27/22 11:28,6/27/22 11:31,0,155.186.224.50,100,162,1,6/27/22 11:31,R_3OkReAlvsKXtnPX,,,,,33.3708,-84.8154,anonymous,EN,0,0,15.423,0,0,0,44.166,0,21.047,21.047,32.005,1,0,0,16.798,0,1,17.979,17.979,19.608,1,2,1,2,44,4,4284829,low,0,Sounds like a great vacation spot ,1
6/27/22 11:27,6/27/22 11:31,0,147.124.220.20,100,238,1,6/27/22 11:31,R_2wTQIevlIsXJdfG,,,,,32.7767,-96.805,anonymous,EN,0,0,75.107,0,10.675,19.051,21.463,4,3.186,48.678,53.598,5,8.328,20.952,27.524,5,6,13.906,16.833,18.37,3,3,2,2,47,6,341987,low,0,I think the economy of the country is very worst. It is very difficult to survive.,0.5
6/27/22 11:28,6/27/22 11:31,0,50.24.74.16,100,166,1,6/27/22 11:31,R_2wtNcmNI858BQHA,,,,,30.2256,-95.3535,anonymous,EN,0,0,8.656,0,0,0,17.245,0,6.5,6.5,66.572,1,0,0,28.663,0,6,12.855,12.855,14.157,1,7,5,1,31,3,7226659,high,1,"It has really bad income inequality. One of the worst in the world. I'm guessing I'm going to see a lot of poverty on the way to my destination, yet the people I meet with will be living lavish lives. This is going to be depressing.",0
6/27/22 11:28,6/27/22 11:31,0,173.21.78.41,100,140,1,6/27/22 11:31,R_3m1zHqc29Dph7HV,,,,,41.7441,-91.6132,anonymous,EN,0,0,13.164,0,0,0,41.755,0,4.475,4.475,25.439,1,0,0,23.41,0,6,8.512,8.512,9.585,1,6,6,2,53,8,4407038,high,1,It is super unequal.  ,0
6/27/22 11:27,6/27/22 11:31,0,73.126.224.174,100,259,1,6/27/22 11:31,R_3ennpcPUWstUXOM,,,,,42.8859,-71.299,anonymous,EN,0,0,56.436,0,0,0,18.467,0,9.175,9.175,42.33,1,0,0,93.72,0,5,19.022,19.022,20.963,1,2,5,2,52,7,9686892,low,0,Sounds like people there don't have the extreme wealth or extreme poverty like in the US.,0
6/27/22 11:26,6/27/22 11:31,0,47.233.2.4,100,312,1,6/27/22 11:31,R_2YWUWHPCvWQvi5a,,,,,38.6921,-93.2383,anonymous,EN,0,0,8.701,0,0,0,44.759,0,4.88,69.727,71.438,2,0,0,141.178,0,6,8.512,8.512,9.358,1,7,6,1,46,11,1704908,low,0,"The economy is structured in such a way as to provide the greatest benefit to the most people. There is a large middle class which owns a significant portion of the wealth. Still, the bottom 50% is very much holding some measure of wealth.",0
6/27/22 11:28,6/27/22 11:31,0,96.241.102.140,100,157,1,6/27/22 11:31,R_1ltOikgCrFYt8ju,,,,,39.1585,-77.0837,anonymous,EN,0,0,12.831,0,0,0,32.44,0,5.404,5.404,45.532,1,0,0,25.565,0,4,10.33,10.33,12.556,1,3,3,1,70,8,6639307,high,1,One of the most unequal country economies in the world so a lot like the US of A.,0
6/27/22 11:26,6/27/22 11:31,0,69.120.109.10,100,295,1,6/27/22 11:31,R_AjvaKqpoCObfDqx,,,,,40.8565,-74.1231,anonymous,EN,0,0,54.81,0,0,0,31.551,0,6.742,108.689,115.15,4,0,0,45.673,0,4,13.673,13.673,15.181,1,7,6,2,48,11,9417790,high,1,The economy of Bimboola is very unequal.  The rich people hold 90% of the country's net worth. The country is one of the most income unequal countries in the world.  It would be very hard for a person to break out of poverty in this country.,0
6/27/22 11:26,6/27/22 11:31,0,158.222.182.241,100,297,1,6/27/22 11:31,R_2D0u1jPVrApfXr2,,,,,40.6208,-74.0426,anonymous,EN,34.652,34.652,35.321,1,0,0,53.66,0,2.527,39.172,55.57,3,0,0,47.684,0,6,2.187,2.187,86.236,1,7,4,2,34,4,6923476,high,1,They need to get more with the inequality. They are not suppose to be like that,0
6/27/22 11:28,6/27/22 11:31,0,50.5.8.249,100,187,1,6/27/22 11:31,R_3nqupCYeoHIhWZB,,,,,39.1642,-84.2356,anonymous,EN,2.364,18.892,19.986,6,0,0,20.585,0,11.487,25.998,89.279,14,1.446,13.094,21.059,15,6,5.996,5.996,9.537,1,7,5,1,35,2,8576847,low,0,I would say that Bimboola has an economy that is relatively balanced and thus would be a desirable place to be. The equality and general lack of inequality would suggest a healthy economy where everyone who participates benefits in a manner that allows them to all support their society.,0
6/27/22 11:26,6/27/22 11:32,0,208.219.29.118,100,331,1,6/27/22 11:32,R_vZZ8KOudqA5f8t3,,,,,45.5411,-122.5605,anonymous,EN,4.866,4.866,22.454,1,0,0,49.78,0,13.244,27.402,73.52,2,0,0,14.63,0,6,4.362,4.362,6.26,1,6,5,1,39,5,8894704,low,0,BIMBOOLA IS ONE OF THE EQUAL COUNTRY IN THE WORLD,0
6/27/22 11:26,6/27/22 11:32,0,24.91.31.117,100,321,1,6/27/22 11:32,R_3Rf58e8wVdcrjUC,,,,,42.3654,-72.4671,anonymous,EN,0,0,15.552,0,5.051,34.12,36.063,7,5.709,179.297,180.08,9,7.015,18.496,22.391,6,5,6.852,21.533,22.819,7,7,4,1,63,9,841913,low,0,It must have relatively socialistic economic and communal values to be so relatively egalitarian,0.5
6/27/22 11:30,6/27/22 11:32,0,98.164.6.67,100,112,1,6/27/22 11:32,R_3j8qzFuzmJYX6p3,,,,,37.6789,-97.4269,anonymous,EN,4.489,4.489,5.805,1,7.899,24.854,25.162,7,1.216,37.27,37.705,6,1.176,8.289,10.972,5,3,0.879,9.535,10.068,6,5,4,2,33,3,2434888,high,1,The article states that it is one of the most unequal countries in the world.,0
6/27/22 11:30,6/27/22 11:32,0,147.124.214.92,100,145,1,6/27/22 11:32,R_22DF9n3swSghzS0,,,,,32.7767,-96.805,anonymous,EN,0,0,9.041,0,0,0,40.292,0,8.013,8.013,43.098,1,0,0,12.086,0,6,5.474,5.474,7.247,1,5,6,1,57,5,3090052,high,1,IT'S HIGH LEVEL FUTURE GOOD SKILLS IMPROVE AN THE MY LEARNING SKILLS,1
6/27/22 11:30,6/27/22 11:32,0,173.66.167.244,100,144,1,6/27/22 11:32,R_22EqaRTJkCuPLbZ,,,,,38.9779,-77.0806,anonymous,EN,0,0,11.889,0,5.066,13.351,25.399,2,5.656,47.853,62.279,5,4.229,4.229,12.796,1,4,3.991,5.383,6.417,2,7,7,1,44,12,8943039,high,1,Bimboola sounds like it has some kind of natural asset like mining or gas and that a small clan of families holds it.,0.5
6/27/22 11:30,6/27/22 11:32,0,73.177.146.12,100,135,1,6/27/22 11:32,R_3IYnvO9PKk8ao1Q,,,,,37.7395,-77.4784,anonymous,EN,0,0,6.345,0,0,0,19.019,0,16.468,16.468,66.961,1,2.238,10.832,11.298,2,2,3.879,4.252,5.985,2,6,4,2,24,5,5919047,low,0,"Bimboola has a very equal economy. The top 10 percent and the bottom 50 percent both hold 30 percent (each, making up 60 percent total) net worth of Bimboola.",0
6/27/22 11:29,6/27/22 11:32,0,24.3.203.252,100,187,1,6/27/22 11:32,R_3j6GyyqCGmRf1av,,,,,39.494,-80.2221,anonymous,EN,0,0,12.192,0,0,0,47.128,0,19.086,19.086,35.351,1,0,0,21.741,0,4,24.441,24.441,25.311,1,4,4,2,37,9,5493537,high,1,it's unfair and not some place I would want to visit,0
6/27/22 11:24,6/27/22 11:33,0,208.219.19.40,100,539,1,6/27/22 11:33,R_1ogL3SeK4IUVQ2D,,,,,42.8233,-72.1826,anonymous,EN,0,0,35.437,0,0,0,23.999,0,118.257,168.823,220.972,4,0,0,196.877,0,4,15.792,15.792,16.727,1,4,4,2,33,3,3317477,high,1,Bimboola is one of the most unequal countries.,0
6/27/22 11:21,6/27/22 11:33,0,24.209.161.49,100,713,1,6/27/22 11:33,R_Ubixea6CX2bW7VT,,,,,43.0006,-88.22,anonymous,EN,0,0,23.042,0,7.114,19.447,171.744,2,37.313,402.204,405.247,5,0,0,16.097,0,6,28.05,28.05,30.2,1,6,7,1,22,5,7220611,high,1,Bimboola is the very unequal countries in the world ranking 5th among 164 countries in the World Bank global inequality database. ,0
6/27/22 11:27,6/27/22 11:33,0,72.72.187.135,100,374,1,6/27/22 11:33,R_2eUuX0hnwAmI376,,,,,40.2183,-77.0281,anonymous,EN,6.693,79.197,81.629,4,9.465,9.465,18.963,1,13.686,13.686,58.427,1,5.529,16.781,18.089,3,4,3.447,20.679,21.393,2,6,4,2,54,2,2272123,low,0,"According to Wikipedia, Bimboola is one of the most equal countries in the world.  It is a vast improvement over my country.",0
6/27/22 11:30,6/27/22 11:34,0,73.196.224.139,100,232,1,6/27/22 11:34,R_10ZOP1QU5o2NlBl,,,,,40.8022,-74.1914,anonymous,EN,0,0,11.547,0,0,0,73.311,0,6.603,32.696,72.944,3,0,0,24.683,0,4,11.169,11.169,12.749,1,6,4,1,69,10,6901036,low,0,They are an income equal country with the bottom 50% of people holding 30% of the net worth.,0
6/27/22 11:30,6/27/22 11:34,0,173.28.33.189,100,204,1,6/27/22 11:34,R_SHnUC8f2AzCMgEh,,,,,31.7227,-83.2559,anonymous,EN,0,0,15.935,0,0,0,36.575,0,5.701,5.701,78.278,1,0,0,20.377,0,2,13.71,13.71,15.862,1,2,4,1,39,4,2836133,low,0,I feel like the Economy of Bimboola sounds relatively fair. The economy probably isn't very big but it seems fair.,0
6/27/22 11:32,6/27/22 11:34,0,67.255.24.222,100,132,1,6/27/22 11:34,R_3QEhEcahw6ccKxM,,,,,44.0474,-70.3899,anonymous,EN,0,0,28.724,0,0,0,19.301,0,4.153,36.411,36.694,2,0,0,16.405,0,3,7.259,7.259,8.257,1,5,4,2,34,7,7050193,low,0,IT seems like it's a fair economy where the money in the country seems to be equally controlled by the top and low on the totem pole.,0
6/27/22 11:31,6/27/22 11:34,0,75.163.89.94,100,186,1,6/27/22 11:34,R_29hac9guG8AOxie,,,,,41.268,-96.1156,anonymous,EN,6.143,6.687,8.678,2,13.401,13.401,18.99,1,15.767,15.767,74.786,1,16.969,16.969,27.264,1,2,7.275,7.275,8.918,1,4,4,1,34,6,1587339,low,0,They have high income equality.  No information about their economy was given.,0
6/27/22 11:32,6/27/22 11:34,0,66.177.204.143,100,158,1,6/27/22 11:34,R_1GVLdjZV9KR6Q9y,,,,,30.3511,-81.506,anonymous,EN,0,0,6.707,0,0,0,39.011,0,25.196,25.196,37.481,1,0,0,13.718,0,7,3.375,3.375,7.77,1,7,6,2,38,5,4145056,low,0,"Effects of income inequality, researchers have found, include higher rates of health and social problems, and lower rates of social goods, a lower population-wide satisfaction and happiness and even a lower level of economic growth when human capital is neglected for high-end consumption.",0
6/27/22 11:21,6/27/22 11:34,0,144.202.43.10,100,777,1,6/27/22 11:34,R_aWTbnA9gjXmy3w5,,,,,25.8119,-80.2318,anonymous,EN,13.644,13.644,19.548,1,0,0,45.295,0,7.716,7.716,133.317,1,0,0,23.163,0,6,15.025,15.025,16.171,1,5,6,2,62,12,8276418,low,0,"The country is one the most equal countries while the economy of it is highly diversified with most of the income being generated from manufacturing units and IT industry because of the nature of workforce and cheap rental. The country has beautiful sights location, hence being a tourist attraction as well.",0
6/27/22 11:32,6/27/22 11:34,0,108.185.161.100,100,144,1,6/27/22 11:34,R_28IB7CadQdJjkrs,,,,,34.1227,-118.7573,anonymous,EN,0,0,5.773,0,0,0,18.596,0,28.178,28.178,62.684,1,2.27,8.271,17.229,2,7,4.937,4.937,5.886,1,4,4,2,41,7,217067,high,1,The economy is unfair with the wealthiest holding the most and the vast majority having almost nothing.,0
6/27/22 11:31,6/27/22 11:35,0,24.154.98.113,100,222,1,6/27/22 11:35,R_3emFw1ZzcX17sGn,,,,,40.0703,-79.8941,anonymous,EN,79.863,80.503,83.094,2,0,0,26.735,0,15.525,15.525,35.716,1,0,0,35.614,0,7,9.343,9.343,10.894,1,1,4,2,52,5,4510111,high,1,I think it is awful that so few own most and so many have so little. It just seems very unfair to me.,0
6/27/22 11:32,6/27/22 11:35,0,66.67.99.181,100,138,1,6/27/22 11:35,R_12LStPtry05UN7N,,,,,43.0911,-73.6039,anonymous,EN,0,0,7.652,0,0,0,22.99,0,3.706,3.706,53.872,1,0,0,11.045,0,2,5.312,5.312,6.769,1,4,3,2,21,12,1521437,high,1,"Bimboola's economy seems a bit unfair, given its ranking as the 5th most unequal country in the world. As a woman, it makes me question what other measures of unfairness Bimboola may have beyond its economy.",0
6/27/22 11:29,6/27/22 11:35,0,186.179.48.116,100,333,1,6/27/22 11:35,R_oZc5uI7k3m5QkuZ,,,,,42.0681,-72.6256,anonymous,EN,0,0,18.814,0,0,0,23.413,0,3.259,3.259,14.762,1,0,0,19.029,0,6,3.563,3.563,9.208,1,5,7,2,25,8,9401895,low,0,search the details,1
6/27/22 11:33,6/27/22 11:35,0,71.162.241.175,100,102,1,6/27/22 11:35,R_A1KgygE5rd5HgaZ,,,,,39.981,-75.1699,anonymous,EN,0,0,7.569,0,1.042,1.042,23.192,1,0.897,4.822,19.007,2,3.145,3.145,13.87,1,5,0.846,10.015,11.273,2,4,3,2,30,6,4921030,low,0,It seems very equal. It seems to be trending that way. This is appealing.,0
6/27/22 11:30,6/27/22 11:35,0,99.88.62.63,100,267,1,6/27/22 11:35,R_2AKDfFZRnpYLRgY,,,,,29.3831,-98.396,anonymous,EN,0,0,5.8,0,0,0,28.485,0,6.312,8.972,25.164,3,0,0,11.699,0,3,5.191,6.153,6.481,2,6,6,2,43,6,1721525,high,1,I think the distribution of wealth is really unequal and needs to be improved.,0
6/27/22 11:32,6/27/22 11:36,0,172.58.123.41,100,243,1,6/27/22 11:36,R_2qg8PZ4HE9lXZlr,,,,,42.4652,-83.3713,anonymous,EN,0,0,12.045,0,0,0,60.743,0,16.905,68.996,75.073,6,0,0,14.633,0,2,15.589,15.589,18.61,1,5,2,1,31,1,1795976,high,1,"From the looks of it, it's very inequal, assuming that's not very good?",0
6/27/22 11:31,6/27/22 11:36,0,24.127.220.2,100,286,1,6/27/22 11:36,R_71yEb2lTrP3181r,,,,,42.229,-84.4132,anonymous,EN,0,0,16.891,0,11.659,29.409,32.246,3,4.186,166.76,169.001,12,8.517,12.547,15.787,2,4,2.1,15.347,17.155,3,5,6,2,61,2,6508762,high,1,I think it's very unequal since the top 10% has 90% of the wealth and the bottom 50% has 0.5. It also ranked 5th which isn't good.,0
6/27/22 11:28,6/27/22 11:36,0,209.185.41.20,100,447,1,6/27/22 11:36,R_8qA6JDSzqz2dAn7,,,,,41.8874,-87.6318,anonymous,EN,0,0,8.256,0,0,0,97.852,0,6.261,216.288,254,9,0,0,45.083,0,6,7.182,7.182,10.988,1,6,6,2,56,8,9181542,low,0,This survey takes about on a Bimboola's Economy its's a very large economy on a one of the world economy totally it's cover on the major part of the world.,1
6/27/22 11:34,6/27/22 11:36,0,68.129.126.113,100,149,1,6/27/22 11:36,R_3nocZ0GwTJtT2Vg,,,,,41.1102,-73.8044,anonymous,EN,0,0,9.927,0,0,0,24.061,0,10.992,10.992,51.62,1,0,0,17.339,0,6,6.86,6.86,8.216,1,4,5,1,27,10,8114552,low,0,I would think that the economy of the country works well for the majority of the country because it is one of the most equal countries in the world.,0
6/27/22 11:31,6/27/22 11:36,0,162.229.178.174,100,298,1,6/27/22 11:36,R_Ycb7TWaCnLaLBst,,,,,35.7633,-78.71,anonymous,EN,0,0,66.341,0,0,0,99.208,0,1.9,1.9,12.525,1,0,0,75.208,0,3,1.766,2.907,28.489,2,3,4,2,37,12,8168374,high,1,it's set up that only a few richer people are having success,0
6/27/22 11:35,6/27/22 11:37,0,173.220.29.154,100,81,1,6/27/22 11:37,R_1IocJb6BAIvgCFE,,,,,40.5948,-73.9715,anonymous,EN,0,0,10.458,0,0,0,19.685,0,2.114,2.114,11.034,1,0,0,20.091,0,2,3.781,3.781,6.379,1,7,5,1,38,8,2315281,high,1,It is an unequal society and not fair.,0
6/27/22 11:33,6/27/22 11:37,0,24.96.203.202,100,271,1,6/27/22 11:37,R_1jNwNjIocZ0SsOZ,,,,,27.8154,-82.6815,anonymous,EN,145.461,145.461,145.749,1,0,0,30.235,0,4.128,4.128,39.225,1,0,0,11.405,0,4,3.552,3.552,6.326,1,7,7,2,41,11,6903800,low,0,"It sounds like there is a decent amount of income equality here, it's not perfect but it's better than a lot of other countries making this an appealing place to live.",0
6/27/22 11:33,6/27/22 11:38,0,72.198.45.247,100,277,1,6/27/22 11:38,R_3j8o1Aooy2SW72G,,,,,35.3802,-97.5357,anonymous,EN,0,0,28.309,0,0,0,24.27,0,68.475,68.475,118.685,1,0,0,30.198,0,3,11.203,11.203,14.182,1,5,4,2,50,5,2497463,low,0,It seems that the ratio of rich to poor is almost equal in this country. It is also recognized as being an almost balanced country in its economy.,0
6/27/22 11:34,6/27/22 11:38,0,75.86.139.21,100,240,1,6/27/22 11:38,R_WxuMH0HeXb6Rqgx,,,,,43.0477,-88.004,anonymous,EN,0,0,14.668,0,0,0,50.598,0,27.591,27.591,89.614,1,0,0,23.443,0,3,15.944,15.944,17.164,1,5,6,2,58,11,1030582,high,1,The economy is unequal.  A small percentage of wealthy people hold the majority of the country's net worth.,0
6/27/22 11:28,6/27/22 11:38,0,209.6.244.79,100,622,1,6/27/22 11:38,R_3rZ08mpR8FWWcp3,,,,,42.2796,-71.1282,anonymous,EN,191.134,191.134,191.719,1,1.197,17.916,18.854,3,5.775,66.536,67.85,6,0,0,108.931,0,5,5.28,9.431,9.775,4,5,6,1,48,6,368519,high,1,The top 10 percent are holding the entire country's net worth.,0
6/27/22 11:36,6/27/22 11:38,0,96.231.210.248,100,129,1,6/27/22 11:38,R_2v66ZIj3tYb4kOs,,,,,38.9637,-77.6099,anonymous,EN,0,0,13.237,0,0,0,27.934,0,6.674,6.674,38.633,1,0,0,21.083,0,7,5.383,5.383,8.417,1,7,6,2,36,9,2926465,high,1,"I think that Bimboola's economy is bad, the conditions are unfavorable and there is a very high level of inequality in the country.",0
6/27/22 11:37,6/27/22 11:39,0,67.167.3.8,100,129,1,6/27/22 11:39,R_2WMrioEF6PsKmNX,,,,,41.9017,-87.6563,anonymous,EN,0,0,7.334,0,26.458,26.458,26.779,1,2.584,2.584,47.753,1,0,0,13.468,0,3,13.996,13.996,14.917,1,5,3,1,34,12,8337880,high,1,"The economy of this country seems very unequal, given the statistics shown. I would be very curious to see how far $1USD can go in this economy given these circumstances. ",0
