StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Perception check ,Q83_First Click,Q83_Last Click,Q83_Page Submit,Q83_Click Count,GINI_0.2_1,GINI_0.2_2,GINI_0.2_3,GINI_0.3_1,GINI_0.3_2,GINI_0.3_3,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,GINI_0.4_1,GINI_0.4_2,GINI_0.4_3,GINI_0.5_1,GINI_0.5_2,GINI_0.5_3,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,GINI_0.6_1,GINI_0.6_2,GINI_0.6_3,GINI_0.7_1,GINI_0.7_2,GINI_0.7_3,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Perception check,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,GINI_0.2_1,GINI_0.2_2,GINI_0.2_3,GINI_0.3_1,GINI_0.3_2,GINI_0.3_3,Q85_First Click,Q85_Last Click,Q85_Page Submit,Q85_Click Count,GINI_0.4_1,GINI_0.4_2,GINI_0.4_3,GINI_0.5_1,GINI_0.5_2,GINI_0.5_3,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,GINI_0.6_1,GINI_0.6_2,GINI_0.6_3,GINI_0.7_1,GINI_0.7_2,GINI_0.7_3,Q56_First Click,Q56_Last Click,Q56_Page Submit,Q56_Click Count,ideology,education,income,religion,gender,age,hispanic,ethnicity,condition,opp,gc,term,rid,RISN,V,LS,cintid,ProjectToken,transaction_id,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL,Q_TotalDuration
12/7/21 6:24,12/7/21 6:28,0,68.116.224.132,100,256,1,12/7/21 6:28,R_1n7Np2bLj1wlpKL,,,,,40.71279907,-99.07830048,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,27.948,0,10,10,80,10,20,70,2.332,45.437,51.187,12,10,40,50,20,50,30,4.614,44.832,48.466,8,10,60,30,10,70,20,6.028,28.952,31.076,8,5,3,7,6,2,29,2,1,time,Qual6008-0510-GenPop,1,,,,,,3adec9ab-549e-0990-210f-fef54dbed945,,,,,,,,anonymous,256
12/7/21 6:10,12/7/21 6:28,0,24.248.227.55,100,1112,1,12/7/21 6:28,R_3MQi6J1uOhh0DMM,,,,,38.82530212,-97.63890076,anonymous,EN,3,0,0,52.574,0,10,10,80,15,15,70,100.118,354.707,467.724,7,20,20,60,25,25,50,5.535,259.484,304.117,7,20,40,40,20,50,30,4.848,158.319,177.087,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,1,1,57,2,1,country,Qual6008-0510-GenPop,1,,,,,,9d31cf6b-db3f-32c6-cfcf-f81a20c11684,,,,,,,,anonymous,1112
12/7/21 6:24,12/7/21 6:28,0,69.141.175.136,100,278,1,12/7/21 6:28,R_1PZBCHawG7I0ELn,,,,,39.80130005,-75.00309753,anonymous,EN,3,0,0,106.536,0,1,99,0,1,98,1,31.111,49.144,50.442,3,2,95,3,3,95,2,3.29,16.634,25.753,3,6,90,4,6,90,4,3.375,13.335,19.942,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,3,2,69,2,1,country,Qual6008-0510-GenPop,1,,,,,,52e0ae4e-22a0-6e7d-1fea-99cb2d913fbe,,,,,,,,anonymous,278
12/7/21 6:21,12/7/21 6:29,0,107.214.215.138,100,436,1,12/7/21 6:29,R_1E1mfboXQLHd6xN,,,,,33.69920349,-84.74780273,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.506,27.727,28.977,15,10,30,60,20,40,40,1.523,126.087,126.589,30,15,50,35,15,45,40,2.549,81.869,82.925,18,15,50,35,10,60,30,0.99,53.645,54.123,18,3,2,2,1,2,70,2,1,time,Qual6008-0510-GenPop,1,,,,,,3721b67e-97fb-441a-deda-810a21d64a8f,,,,,,,,anonymous,436
12/7/21 6:26,12/7/21 6:30,0,74.139.160.193,100,243,1,12/7/21 6:30,R_2XjtyuMWTAaTpoB,,,,,38.26899719,-85.49340057,anonymous,EN,3,0,0,16.817,0,80,20,0,70,0,30,20.208,73.552,77.36,7,60,0,40,50,0,50,2.803,33.179,36.456,7,40,60,0,30,70,0,4.643,19.386,23.118,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,11,3,2,66,2,1,country,Qual6008-0510-GenPop,1,,,,,,1d3df491-0cdd-5abe-c235-c3164e8fd77c,,,,,,,,anonymous,243
12/7/21 6:22,12/7/21 6:30,0,24.131.239.182,100,488,1,12/7/21 6:30,R_27J1XuiAvORLYue,,,,,40.43389893,-79.99960327,anonymous,EN,3,26.364,29.739,40.046,2,20,20,60,30,30,40,90.411,163.14,171.749,8,20,40,40,10,50,40,36.643,96.379,101.371,7,5,60,35,5,70,25,13.954,50.242,53.983,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,6,2,1,71,2,1,country,Qual6008-0510-GenPop,1,,,,,,4a44b068-d472-4019-bbcc-876fdb5a4c86,,,,,,,,anonymous,488
12/7/21 6:23,12/7/21 6:31,0,47.196.166.60,100,474,1,12/7/21 6:31,R_2bVKE9FhxoLnPWt,,,,,28.07629395,-82.48519897,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,36.63,0,1,56,43,2,52,46,55.865,265.957,270.42,17,2,55,43,3,55,42,4.881,35.119,48.867,6,3,55,42,3,55,42,4.966,30.271,36.911,6,4,5,3,5,2,46,1,,time,Qual6008-0510-GenPop,1,,,,,,bdfe81b7-3cbe-7ee6-0113-b6d51cc32144,,,,,,,,anonymous,474
12/7/21 6:27,12/7/21 6:31,0,73.63.135.247,100,239,1,12/7/21 6:31,R_2U6peVDL7tclW6r,,,,,37.76879883,-122.262001,anonymous,EN,3,0,0,28.228,0,10,10,80,15,15,70,6.73,76.406,82.27,5,20,20,60,15,35,50,2.082,15.162,36.062,5,20,40,40,30,40,30,1.312,27.639,35.101,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,11,6,1,54,2,4,country,Qual6008-0510-GenPop,1,,,,,,4caf47a2-84df-ff56-5006-7084c89a484f,,,,,,,,anonymous,239
12/7/21 6:23,12/7/21 6:31,0,73.180.236.222,100,481,1,12/7/21 6:31,R_2S0PhkHBmuAkeGR,,,,,38.35229492,-75.53859711,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,46.496,0,98,1,1,97,2,1,64.612,132.264,139.274,8,96,1,3,95,2,3,19.275,53.829,59.629,6,94,2,4,93,3,4,4.444,64.605,72.641,7,3,4,7,1,2,67,2,1,time,Qual6008-0510-GenPop,1,,,,,,2c650fa7-fc41-f080-9a03-384e7f7a574a,,,,,,,,anonymous,481
12/7/21 6:21,12/7/21 6:31,0,71.219.116.204,100,599,1,12/7/21 6:31,R_snDEidH0tw5JaSd,,,,,36.98579407,-79.88279724,anonymous,EN,3,16.496,32.196,36.301,2,20,20,60,15,30,55,0.733,227.852,229.957,26,20,30,50,25,40,35,12.793,129.833,140.034,17,25,40,35,30,50,20,3.185,91.921,98.577,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,8,1,1,76,2,1,country,Qual6008-0510-GenPop,1,,,,,,050e9386-0e68-7cd6-f122-a425b765966b,,,,,,,,anonymous,599
12/7/21 6:26,12/7/21 6:31,0,68.33.159.174,100,321,1,12/7/21 6:31,R_3iRplb5XaMBLAGn,,,,,39.62489319,-75.83509827,anonymous,EN,3,0,0,103.396,0,10,10,80,15,15,70,30.958,58.982,62.586,6,20,20,60,25,25,50,2.764,24.1,27.832,6,30,30,40,35,35,30,17.135,39.136,45.068,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,11,9,1,74,2,1,country,Qual6008-0510-GenPop,1,,,,,,1dec6721-8651-c81a-1385-50c75a1d4bf8,,,,,,,,anonymous,321
12/7/21 6:24,12/7/21 6:32,0,173.24.209.188,100,461,1,12/7/21 6:32,R_297j5X0N1SjtptG,,,,,41.75360107,-93.69270325,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,55.732,0,20,60,20,20,55,25,53.215,121.228,125.819,6,20,30,50,20,35,45,11.392,79.371,101.194,8,15,30,55,15,35,50,4.334,77.006,83.252,7,3,6,10,9,1,72,2,1,time,Qual6008-0510-GenPop,1,,,,,,73292572-0046-da66-d6d6-120205bac8b2,,,,,,,,anonymous,461
12/7/21 6:31,12/7/21 6:35,0,108.246.212.255,100,217,1,12/7/21 6:35,R_7Wf2384byHyokWl,,,,,39.84989929,-86.26490021,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,12.529,0,33,34,33,25,25,50,25.251,56.421,60.878,6,20,30,50,10,40,50,7.763,32.477,36.404,6,10,40,50,10,60,30,5.343,35.418,39.201,7,1,5,6,1,2,63,2,1,time,Qual6008-0510-GenPop,1,,,,,,1249b259-6146-c2c7-b5fd-8562fecba9b4,,,,,,,,anonymous,217
12/7/21 6:30,12/7/21 6:35,0,104.34.235.57,100,273,1,12/7/21 6:35,R_1n3B7C8ojYnjvGJ,,,,,33.84599304,-118.3455963,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17.474,17.474,18.82,1,10,10,80,15,15,70,17.959,100.919,104.027,10,20,20,60,25,25,50,2.05,24.634,28.221,7,30,30,40,35,35,30,8.374,29.918,38.535,7,5,4,4,7,1,67,1,,time,Qual6008-0510-GenPop,1,,,,,,b2e5aa4b-c820-cfba-19ef-9dcecfb508a6,,,,,,,,anonymous,273
12/7/21 6:29,12/7/21 6:36,0,47.187.157.31,100,420,1,12/7/21 6:36,R_1GWgaVZ4apMJbOF,,,,,33.07800293,-97.06729889,anonymous,EN,3,0,0,78.499,0,1,30,69,10,60,30,89.415,147.142,150.199,8,10,40,50,10,40,50,8.461,29.565,32.239,7,20,30,50,10,60,30,14.795,38.971,41.819,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,12,1,2,73,2,1,country,Qual6008-0510-GenPop,1,,,,,,a3652619-4f03-a9af-9abd-114e618b83f4,,,,,,,,anonymous,420
12/7/21 6:31,12/7/21 6:36,0,173.71.202.162,100,271,1,12/7/21 6:36,R_81DXvp1HZY0YETv,,,,,38.34159851,-77.43070221,anonymous,EN,3,0,0,18.78,0,2,98,0,2,97,1,87.765,110.917,112.66,6,3,96,1,3,95,2,14.413,31.117,33.274,6,2,94,4,2,93,5,2.534,19.646,21.524,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,1,2,55,2,1,country,Qual6008-0510-GenPop,1,,,,,,e4fa88c3-3414-fe36-0667-bfd1f197380a,,,,,,,,anonymous,271
12/7/21 6:32,12/7/21 6:36,0,68.3.102.130,100,264,1,12/7/21 6:36,R_2a8OrVsPKvKtlAY,,,,,33.49169922,-111.9837036,anonymous,EN,3,0,0,18.464,0,80,20,0,10,30,60,26.088,70.12,73.522,8,20,30,50,50,0,50,2.794,37.338,38.862,6,50,10,40,60,10,30,7.039,41.391,44.777,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,11,2,1,71,2,1,country,Qual6008-0510-GenPop,1,,,,,,9de9581e-2d44-2bc3-15ba-6fc2b0cb2df3,,,,,,,,anonymous,264
12/7/21 6:32,12/7/21 6:36,0,71.125.71.188,100,225,1,12/7/21 6:36,R_2ErYyPVYOSUlolW,,,,,40.7256012,-74.15940094,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.62,10.301,11.241,2,40,40,20,45,35,20,2.202,77.733,89.08,28,60,35,5,30,30,40,1.49,53.245,54.292,25,40,25,35,30,35,35,1.115,32.733,33.387,8,1,2,7,2,2,53,1,,time,Qual6008-0510-GenPop,1,,,,,,be89b1c3-21e4-f37b-7567-86a27c59e929,,,,,,,,anonymous,225
12/7/21 6:33,12/7/21 6:36,0,174.44.223.125,100,207,1,12/7/21 6:36,R_3HBJ2CMPE7jpm8x,,,,,40.69140625,-73.37280273,anonymous,EN,3,15.822,15.822,16.81,1,20,60,20,25,55,20,21.292,57.331,64.657,8,40,40,20,50,40,10,4.071,30.262,33.316,7,60,30,10,70,20,10,3.448,24.632,25.581,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,10,3,1,75,2,1,country,Qual6008-0510-GenPop,1,,,,,,ec4ef943-fc05-bb01-b2e7-ce65247b23af,,,,,,,,anonymous,207
12/7/21 6:33,12/7/21 6:37,0,67.61.194.30,100,236,1,12/7/21 6:37,R_3issacwsjzJAUMH,,,,,36.70089722,-97.08039856,anonymous,EN,3,0,0,49.567,0,20,55,25,10,70,20,23.801,64.369,67.65,8,10,70,20,5,80,15,6.158,33.876,37.973,8,10,80,10,0,90,10,3.83,18.164,21.484,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,7,2,43,2,1,country,Qual6008-0510-GenPop,1,,,,,,f92b93d2-8f85-d946-d776-a400df224f3e,,,,,,,,anonymous,236
12/7/21 6:32,12/7/21 6:37,0,184.152.84.224,100,305,1,12/7/21 6:37,R_10TMeYKGqLrtl9A,,,,,41.61810303,-74.32659912,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,23.786,0,20,20,60,20,30,50,76.072,122.253,126.233,6,20,40,40,20,50,30,2.325,30.508,35.298,6,20,60,20,20,70,10,2.193,17.774,21.941,6,5,3,3,7,1,70,1,,time,Qual6008-0510-GenPop,1,,,,,,53b18b43-d771-f54e-4de7-bc9acaf30bb7,,,,,,,,anonymous,305
12/7/21 6:32,12/7/21 6:37,0,76.108.240.85,100,325,1,12/7/21 6:37,R_3PNZfDfzhqqfxRJ,,,,,25.69580078,-80.36260223,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,16.87,0,40,20,40,40,20,40,53.258,131.171,135.277,11,30,20,50,30,20,50,11.967,45.327,50.076,8,30,20,50,30,20,50,6.501,28.221,30.738,6,7,4,11,9,2,48,2,1,time,Qual6008-0510-GenPop,1,,,,,,dec4b862-dba4-c62f-38c6-8fef0f1e7788,,,,,,,,anonymous,325
12/7/21 6:34,12/7/21 6:39,0,69.23.75.247,100,272,1,12/7/21 6:39,R_VX2KVREG3qrevpD,,,,,44.43710327,-88.07949829,anonymous,EN,3,0,0,20.435,0,0,20,80,0,30,70,81.892,121.031,124.35,4,0,40,60,0,50,50,3.008,17.762,20.419,4,0,60,40,0,70,30,2.365,17.629,20.278,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,1,2,68,2,1,country,Qual6008-0510-GenPop,1,,,,,,f477817f-19c0-d9ca-8bdb-b65c3193d592,,,,,,,,anonymous,272
12/7/21 6:34,12/7/21 6:40,0,73.40.254.145,100,349,1,12/7/21 6:40,R_qL4omOraTnrJcBz,,,,,40.43389893,-79.99960327,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.242,16.381,24.393,2,20,20,60,20,20,60,3.908,102.119,103.5,15,20,25,55,20,25,55,3.367,60.936,61.97,10,20,30,50,20,25,55,3.541,56.185,57.069,11,2,6,11,2,2,67,2,1,time,Qual6008-0510-GenPop,1,,,,,,860a1eb1-5137-4c5e-f615-2921e5fa7d43,,,,,,,,anonymous,349
12/7/21 6:31,12/7/21 6:40,0,97.88.149.241,100,525,1,12/7/21 6:40,R_vJo5FjWeLYYV4tz,,,,,43.80130005,-91.21340179,anonymous,EN,3,0,0,39.347,0,10,40,50,10,60,30,57.621,163.966,172.117,6,12,40,38,8,60,32,3.878,92.526,124.577,8,20,60,20,20,70,10,3.471,95.434,100.711,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,1,1,49,2,1,country,Qual6008-0510-GenPop,1,,,,,,5890d9f0-0bdb-bdfc-6c54-eebbe07fa703,,,,,,,,anonymous,525
12/7/21 6:34,12/7/21 6:41,0,98.170.227.122,100,417,1,12/7/21 6:41,R_VVWeJZDEZLX0UqR,,,,,30.77729797,-86.48320007,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16.563,16.563,18.459,1,50,20,30,75,5,20,12.073,82.322,87.799,11,80,5,15,50,25,25,7.222,95.91,100.168,8,70,10,20,0,50,50,2.273,76.954,82.449,7,4,4,4,2,2,64,2,1,time,Qual6008-0510-GenPop,1,,,,,,d32d6528-5f7c-281c-d18c-520695d383f1,,,,,,,,anonymous,417
12/7/21 6:39,12/7/21 6:42,0,174.109.202.231,100,217,1,12/7/21 6:42,R_OBYdQbmRaApTQyd,,,,,35.85380554,-78.68599701,anonymous,EN,3,1.859,14.81,16.496,10,2,88,10,4,88,8,10.156,88.513,89.119,16,5,85,10,5,80,15,4.196,33.049,33.576,8,5,80,15,5,80,15,2.258,26.616,27.09,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,8,1,2,36,2,1,country,Qual6008-0510-GenPop,1,,,,,,7a72a556-b369-0da6-8ef2-925966bcaabd,,,,,,,,anonymous,217
12/7/21 6:43,12/7/21 6:46,0,73.102.189.129,100,191,1,12/7/21 6:46,R_PZqM5IPNMEns5yh,,,,,39.86849976,-85.96900177,anonymous,EN,3,0,0,26.744,0,60,20,20,70,30,0,28.025,48.829,50.364,5,0,80,20,0,95,5,2.044,21.794,22.65,7,33,33,34,80,20,0,1.322,7.801,17.656,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,9,2,47,2,1,country,Qual6008-0510-GenPop,1,,,,,,3347b14a-d31c-2ace-bbee-866ca5984ca1,,,,,,,,anonymous,191
12/7/21 6:45,12/7/21 6:48,0,70.160.70.2,100,207,1,12/7/21 6:48,R_1jCZSo7KkgzgURA,,,,,36.92010498,-76.21219635,anonymous,EN,3,0,0,16.221,0,75,15,10,60,20,20,18.589,52.467,56.357,7,55,15,30,50,25,25,2.875,34.396,37.841,7,45,25,30,40,35,25,2.237,23.267,26.595,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,7,1,1,76,2,1,country,Qual6008-0510-GenPop,1,,,,,,fc0a8c37-13e6-e6c4-f793-bb216371bae4,,,,,,,,anonymous,207
12/7/21 6:39,12/7/21 6:49,0,108.86.74.196,100,563,1,12/7/21 6:49,R_D2DoD7uLTAqMCkx,,,,,32.65870667,-97.16169739,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6.664,7.676,15.286,2,20,30,50,30,30,40,3.452,231.418,237.942,21,40,20,40,50,30,20,22.425,102.214,105.92,7,60,25,15,70,15,15,5.567,67.331,79.913,9,5,3,4,2,2,44,2,2,time,Qual6008-0510-GenPop,1,,,,,,2d0e636a-5401-cf57-f2ce-542560ac7b81,,,,,,,,anonymous,563
12/7/21 6:45,12/7/21 6:49,0,45.36.40.115,100,269,1,12/7/21 6:49,R_saG9ogoFaQfU7Ul,,,,,36.14300537,-80.30729675,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,23.273,0,10,10,80,15,15,70,49.766,78.702,82.475,8,20,15,65,20,20,60,10.753,49.13,50.364,14,25,20,55,25,25,50,2.132,39.534,42.724,15,3,5,6,1,1,67,2,1,time,Qual6008-0510-GenPop,1,,,,,,f5d28289-0122-f168-2f2d-b5f998ce1c66,,,,,,,,anonymous,269
12/7/21 6:46,12/7/21 6:50,0,75.136.156.61,100,213,1,12/7/21 6:50,R_3I03UHZU1FBqYOw,,,,,34.52510071,-82.63069916,anonymous,EN,3,8.531,8.531,16.74,1,2,2,96,50,25,25,20.784,60.356,69.218,7,25,25,50,50,25,25,8.626,21.306,28.766,2,60,20,20,70,15,15,3.827,18.927,27.491,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,1,1,65,2,1,country,Qual6008-0510-GenPop,1,,,,,,618a0cd5-df32-4a81-7771-3ba1b9c0fe15,,,,,,,,anonymous,213
12/7/21 6:47,12/7/21 6:51,0,68.63.42.64,100,210,1,12/7/21 6:51,R_5cNIGBo1pEL1wyd,,,,,30.41700745,-84.18499756,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,13.064,0,40,20,40,33,33,34,21.194,53.927,57.825,6,34,33,33,34,33,33,11.849,29.599,31.009,6,33,33,34,33,33,34,2.425,21.511,23.686,9,6,4,6,1,1,75,2,1,time,Qual6008-0510-GenPop,1,,,,,,222cda96-36c6-8a4e-d132-ed07766a997c,,,,,,,,anonymous,210
12/7/21 6:49,12/7/21 6:52,0,174.130.81.123,100,206,1,12/7/21 6:52,R_26mSXu8EJTG7Jl8,,,,,42.09300232,-79.2440033,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16.253,16.253,19.292,1,20,60,20,30,60,10,14.856,60.761,61.342,9,40,50,10,50,50,0,4.615,17.904,20.437,6,60,30,10,70,30,0,2.227,16.875,19.5,7,5,5,6,2,2,67,2,1,time,Qual6008-0510-GenPop,1,,,,,,12311c5b-4148-30dd-ccff-2b1ae2019eb6,,,,,,,,anonymous,206
12/7/21 6:44,12/7/21 6:52,0,104.218.67.100,100,485,1,12/7/21 6:52,R_117lpkhIzQzyV1V,,,,,40.75970459,-96.65419769,anonymous,EN,3,0,0,27.245,0,70,20,10,60,30,10,125.041,157.641,163.033,7,65,30,5,45,45,10,4.449,89.334,92.262,7,70,25,5,80,15,5,7.95,47.055,50.127,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,8,1,2,54,2,1,country,Qual6008-0510-GenPop,1,,,,,,2ab5c070-1c8d-a790-48d4-f79e9a1dd59a,,,,,,,,anonymous,485
12/7/21 6:49,12/7/21 6:53,0,199.188.64.125,100,247,1,12/7/21 6:53,R_Z8pqcmvz0QUWXQZ,,,,,41.63439941,-91.50540161,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,27.77,0,10,80,10,15,70,15,20.567,42.675,44.54,9,20,20,60,25,25,50,23.549,44.267,48.405,7,30,30,40,35,35,30,8.51,26.634,29.819,7,1,5,11,1,2,61,2,1,time,Qual6008-0510-GenPop,1,,,,,,76b50205-1c12-2c7a-48a1-359e7dd1d5ef,,,,,,,,anonymous,247
12/7/21 6:48,12/7/21 6:54,0,72.181.40.203,100,341,1,12/7/21 6:54,R_2ceAxbskE5p4sgM,,,,,26.05389404,-97.3125,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,25.911,0,10,10,80,20,10,70,49.538,101.372,106.16,8,20,20,60,25,25,50,4.782,48.192,51.609,10,40,40,20,35,35,30,2.023,45.619,49.606,9,2,3,6,1,2,76,2,1,time,Qual6008-0510-GenPop,1,,,,,,3801ff0a-dd99-a103-fcae-c82aa1c3f2e7,,,,,,,,anonymous,341
12/7/21 6:35,12/7/21 6:54,0,136.226.75.84,100,1096,1,12/7/21 6:54,R_3lEKh1PY6m6ARUC,,,,,42.37969971,-71.10340118,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.396,13.178,14.611,18,25,50,25,25,50,25,1.728,15.516,17.084,11,25,25,50,25,25,50,1.161,16.135,16.507,11,25,25,50,25,25,50,0.656,9.826,11.134,10,6,5,12,2,2,27,2,1,time,Qual6008-0510-GenPop,1,,,,,,9e7f369c-4c66-48fe-8338-015430d4904c,,,,,,,,anonymous,1096
12/7/21 6:49,12/7/21 6:54,0,23.242.166.36,100,322,1,12/7/21 6:54,R_2ZUK4d7YfdwhhzH,,,,,34.19700623,-118.8199005,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,37.587,0,20,40,40,30,50,20,21.936,87.105,93.082,6,35,45,20,40,50,10,2.982,48.191,52.799,6,40,50,10,20,60,20,3.778,44.153,48.922,7,6,5,7,6,1,74,2,1,time,Qual6008-0510-GenPop,1,,,,,,b1a65934-ac17-7575-5b90-6e8d7c7b23ee,,,,,,,,anonymous,322
12/7/21 6:50,12/7/21 6:56,0,75.150.80.21,100,382,1,12/7/21 6:56,R_1juCyvRAzMCEJsS,,,,,41.26860046,-72.96510315,anonymous,EN,3,0,0,16.28,0,10,80,10,25,50,25,5.308,23.51,25.591,6,65,5,30,75,5,20,1.716,15.953,17.729,6,80,2,18,70,5,25,159.996,190.473,191.744,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,4,2,2,28,2,1,country,Qual6008-0510-GenPop,1,,,,,,43de0581-075a-3090-2325-32f5321d2e6d,,,,,,,,anonymous,382
12/7/21 6:53,12/7/21 6:56,0,68.58.105.197,100,222,1,12/7/21 6:56,R_3h6MgxgySBS73a1,,,,,39.67570496,-86.06939697,anonymous,EN,3,0,0,16.37,0,1,90,9,1,90,9,8.557,55.533,58.769,7,1,90,9,1,90,9,8.744,29.44,33.884,6,1,90,9,1,90,9,12.666,31.042,34.6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,7,2,41,2,1,country,Qual6008-0510-GenPop,1,,,,,,7cdbae22-7579-b39a-2686-99f0bc67bbc8,,,,,,,,anonymous,222
12/7/21 6:50,12/7/21 6:57,0,68.44.78.158,100,430,1,12/7/21 6:57,R_2xRHbyUU69AWvbo,,,,,40.09959412,-85.68430328,anonymous,EN,3,13.604,13.604,17.442,1,40,20,40,40,20,40,30.436,162.849,168.74,10,50,20,30,35,35,30,7.157,73.486,77.088,9,30,30,40,30,35,35,5.036,37.042,40.057,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,7,2,67,2,1,country,Qual6008-0510-GenPop,1,,,,,,2444dcf0-e57f-e6da-b954-eb6f42493b1c,,,,,,,,anonymous,430
12/7/21 6:54,12/7/21 6:57,0,184.56.249.72,100,181,1,12/7/21 6:57,R_21sMNzIif7Y0TBV,,,,,37.15310669,-84.09860229,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.883,10.294,11.184,5,10,40,50,20,50,30,0.549,49.594,54.28,15,40,60,0,50,50,0,1.003,24.009,29.738,7,60,30,10,70,30,0,1.594,38.915,39.931,15,4,3,3,9,2,52,2,1,time,Qual6008-0510-GenPop,1,,,,,,755df0cb-31b1-26d4-a06f-c776d67bff38,,,,,,,,anonymous,181
12/7/21 6:48,12/7/21 6:57,0,47.133.254.161,100,551,1,12/7/21 6:57,R_1oG4hi7QsekRIoW,,,,,37.71060181,-75.75299835,anonymous,EN,3,0,0,40.623,0,15,45,40,10,50,40,29.418,52.058,69.648,4,20,35,45,10,40,50,3.199,3.199,53.456,1,25,50,25,20,45,35,3.024,13.039,40.933,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,1,1,67,2,1,country,Qual6008-0510-GenPop,1,,,,,,8e10c2af-2820-e105-ed0b-f53baa788642,,,,,,,,anonymous,551
